"Date","year","team","opponent","team_score","opponent_score","team_won","is_home","neutral_site","doubleheader_game","team_elo_after","team_elo_change","opponent_elo_after","win_probability"
2021-02-21,2021,"A&M-Corpus Christi","Central Mich.",4,3,1,1,0,0,1512.83796262089,12.8379626208935,1487.16203737911,0.557311633762293
2021-02-21,2021,"A&M-Corpus Christi","Central Mich.",5,1,1,1,0,2,1524.62920722158,11.7912446006849,1475.37079277842,0.593405358597072
2021-02-22,2021,"A&M-Corpus Christi","Central Mich.",6,3,1,1,0,0,1535.48391178424,10.8547045626623,1464.51608821576,0.625699842666819
2021-02-23,2021,"A&M-Corpus Christi","Houston",8,12,0,0,0,0,1522.64594916335,-12.8379626208935,1548.32187440513,0.442688366237707
2021-02-26,2021,"A&M-Corpus Christi","Houston",3,2,1,1,0,0,1536.54848162147,13.9025324581259,1534.41934194701,0.520602329030141
2021-02-27,2021,"A&M-Corpus Christi","Houston",1,14,0,1,0,0,1520.29881608508,-16.2496655363912,1550.6690074834,0.560333294358316
2021-02-28,2021,"A&M-Corpus Christi","Houston",3,4,0,1,0,0,1505.39702511909,-14.9017909659954,1565.57079844939,0.513854860896391
2021-03-02,2021,"A&M-Corpus Christi","Texas",1,12,0,0,0,0,1490.5109380492,-14.8860870698902,1471.02986379787,0.513313347237593
2021-03-05,2021,"A&M-Corpus Christi","TCU",5,15,0,1,1,0,1476.44306496481,-14.0678730843829,1554.93610351443,0.485099071875273
2021-03-05,2021,"A&M-Corpus Christi","TCU",5,15,0,0,1,0,1466.70507968021,-9.7379852846065,1564.67408879904,0.335792596020914
2021-03-06,2021,"A&M-Corpus Christi","Rice",5,16,0,1,1,0,1450.12779755495,-16.5772821252589,1473.16367925271,0.571630418112374
2021-03-06,2021,"A&M-Corpus Christi","Rice",5,16,0,0,1,0,1438.23006844032,-11.8977291146253,1485.06140836734,0.410266521193977
2021-03-07,2021,"A&M-Corpus Christi","Texas Tech",3,4,0,1,1,0,1426.27075031188,-11.9593181284393,1551.70160661912,0.41239028029101
2021-03-07,2021,"A&M-Corpus Christi","Texas Tech",3,4,0,0,1,0,1418.19647751189,-8.07427279998971,1559.77587941911,0.278423199999645
2021-03-09,2021,"A&M-Corpus Christi","Texas A&M",0,7,0,0,0,0,1410.72281406132,-7.47366345057818,1569.44477648875,0.257712532778558
2021-03-12,2021,"A&M-Corpus Christi","McNeese",2,4,0,0,0,0,1401.14860387537,-9.57421018594599,1503.20731541367,0.330145178825724
2021-03-13,2021,"A&M-Corpus Christi","McNeese",8,9,0,0,0,0,1392.26763591311,-8.88096796226263,1512.08828337593,0.30624027456078
2021-03-14,2021,"A&M-Corpus Christi","McNeese",7,12,0,0,0,0,1384.00386643867,-8.26376947443768,1520.35205285037,0.284957568084058
2021-03-19,2021,"A&M-Corpus Christi","UTSA",5,11,0,1,0,0,1371.88094414882,-12.1229222898524,1493.60276026126,0.41803180309836
2021-03-20,2021,"A&M-Corpus Christi","UTSA",4,7,0,1,0,0,1360.73001473462,-11.1509294141965,1504.75368967546,0.384514807386086
2021-03-21,2021,"A&M-Corpus Christi","UTSA",1,10,0,1,0,0,1350.44614033766,-10.2838743969576,1515.03756407241,0.354616358515779
2021-03-26,2021,"A&M-Corpus Christi","Sam Houston",2,13,0,0,0,0,1341.09493704032,-9.35120329733941,1448.78472781826,0.322455286115152
2021-03-27,2021,"A&M-Corpus Christi","Sam Houston",12,6,1,0,0,1,1361.41242304076,20.317486000435,1428.46724181783,0.299397034467757
2021-03-27,2021,"A&M-Corpus Christi","Sam Houston",4,9,0,0,0,2,1351.24406026181,-10.1683627789455,1438.63560459678,0.350633199273984
2021-03-28,2021,"A&M-Corpus Christi","Sam Houston",6,7,0,0,0,0,1341.83455860764,-9.40950165417611,1448.04510625095,0.324465574281935
2021-04-01,2021,"A&M-Corpus Christi","New Orleans",4,5,0,1,0,0,1330.59230809848,-11.2422505091608,1472.49067580236,0.387663810660718
2021-04-02,2021,"A&M-Corpus Christi","New Orleans",6,4,1,1,0,2,1349.22709076272,18.6347826642453,1453.85589313812,0.357421287439818
2021-04-02,2021,"A&M-Corpus Christi","New Orleans",6,7,0,1,0,1,1337.39364662138,-11.8334441413399,1465.68933727946,0.408049797977238
2021-04-03,2021,"A&M-Corpus Christi","New Orleans",4,6,0,1,0,0,1326.50127662428,-10.8923699971041,1476.58170727656,0.375598965417382
2021-04-06,2021,"A&M-Corpus Christi","Texas",4,14,0,0,0,0,1323.11216981906,-3.38910680522055,1641.22617122115,0.116865751904157
2021-04-09,2021,"A&M-Corpus Christi","Nicholls",5,1,1,0,0,2,1344.7909739564,21.6788041373463,1450.01468409494,0.25245502974668
2021-04-09,2021,"A&M-Corpus Christi","Nicholls",7,3,1,0,0,1,1365.02186120301,20.2308872466071,1429.78379684834,0.302383198392857
2021-04-10,2021,"A&M-Corpus Christi","Nicholls",0,1,0,0,0,0,1354.7661752608,-10.2556859422113,1440.03948279055,0.353644342834871
2021-04-11,2021,"A&M-Corpus Christi","Nicholls",12,2,1,0,0,0,1374.27900071411,19.5128254533123,1420.52665733723,0.327143949885784
2021-04-16,2021,"A&M-Corpus Christi","Central Ark.",7,4,1,1,0,0,1390.58549102402,16.3064903099115,1441.4840215374,0.437707230692707
2021-04-17,2021,"A&M-Corpus Christi","Central Ark.",2,1,1,1,0,0,1405.54018503621,14.9546940121856,1426.52932752522,0.484320896131531
2021-04-18,2021,"A&M-Corpus Christi","Central Ark.",10,4,1,1,0,2,1419.24757004101,13.707385004805,1412.82194252041,0.527331551558449
2021-04-18,2021,"A&M-Corpus Christi","Central Ark.",5,1,1,1,0,1,1431.82147646187,12.5739064208617,1400.24803609955,0.566417019970286
2021-04-20,2021,"A&M-Corpus Christi","UTRGV",4,14,0,0,0,0,1420.39254974135,-11.4289267205201,1477.9675399125,0.394100921397245
2021-04-23,2021,"A&M-Corpus Christi","Houston Christian",13,6,1,1,0,0,1432.01947859359,11.6269288522374,1379.00098757344,0.599071418888364
2021-04-24,2021,"A&M-Corpus Christi","Houston Christian",2,3,0,1,0,2,1413.72758127834,-18.29189731525,1397.29288488869,0.630755079836206
2021-04-24,2021,"A&M-Corpus Christi","Houston Christian",4,0,1,1,0,1,1425.89281326393,12.1652319855858,1385.12765290311,0.580509241876352
2021-04-25,2021,"A&M-Corpus Christi","Houston Christian",9,8,1,1,0,0,1437.0815621316,11.188748867677,1373.93890403543,0.614181073528378
2021-04-30,2021,"A&M-Corpus Christi","Lamar University",6,0,1,0,0,1,1455.53050125643,18.4489391248269,1475.70273064695,0.363829685350795
2021-04-30,2021,"A&M-Corpus Christi","Lamar University",11,7,1,0,0,2,1472.51694005404,16.9864387976047,1458.71629184934,0.414260731117078
2021-05-01,2021,"A&M-Corpus Christi","Lamar University",3,7,0,0,0,0,1459.10828529628,-13.4086547577582,1472.1249466071,0.462367405439938
2021-05-02,2021,"A&M-Corpus Christi","Lamar University",3,6,0,0,0,0,1446.80388632605,-12.3043989702279,1484.42934557733,0.42428961966303
2021-05-07,2021,"A&M-Corpus Christi","SFA",5,1,1,1,0,0,1459.89772005394,13.0938337278864,1439.91057410788,0.548488492141848
2021-05-08,2021,"A&M-Corpus Christi","SFA",10,2,1,1,0,1,1471.91877914538,12.021059091445,1427.88951501643,0.585480720984654
2021-05-08,2021,"A&M-Corpus Christi","SFA",5,2,1,1,0,2,1482.97868700602,11.0599078606342,1416.8296071558,0.618623866874684
2021-05-09,2021,"A&M-Corpus Christi","SFA",3,5,0,1,0,0,1464.18150359141,-18.7971834146064,1435.6267905704,0.648178738434705
2021-05-14,2021,"A&M-Corpus Christi","Southeastern La.",2,1,1,1,0,2,1481.27149360959,17.0899900181803,1549.82338701086,0.410689999373094
2021-05-14,2021,"A&M-Corpus Christi","Southeastern La.",4,3,1,1,0,1,1496.96041325454,15.6889196449504,1534.13446736591,0.459002770863779
2021-05-15,2021,"A&M-Corpus Christi","Southeastern La.",10,6,1,1,0,0,1511.34247682693,14.38206357239,1519.75240379351,0.504066773365863
2021-05-26,2021,"A&M-Corpus Christi","Sam Houston",4,3,1,1,1,0,1524.56687598602,13.2243991590854,1507.47409375538,0.543986235893606
2021-05-26,2021,"A&M-Corpus Christi","Sam Houston",4,3,1,0,1,0,1540.02151105408,15.4546350680602,1492.01945868732,0.467081549377234
2021-05-27,2021,"A&M-Corpus Christi","Abilene Christian",3,4,0,1,1,0,1527.22693702285,-12.7945740312266,1633.86993295051,0.44119220797333
2021-05-27,2021,"A&M-Corpus Christi","Abilene Christian",3,4,0,0,1,0,1518.50772364428,-8.71921337856944,1642.58914632908,0.300662530295498
2021-05-28,2021,"A&M-Corpus Christi","Sam Houston",2,14,0,1,1,0,1502.36593511833,-16.1417885259461,1535.14107651148,0.556613397446419
2021-05-28,2021,"A&M-Corpus Christi","Sam Houston",2,14,0,0,1,0,1491.66038556447,-10.7055495538641,1566.15564547355,0.369156881167728
2022-02-18,2022,"A&M-Corpus Christi","UT Arlington",4,3,1,0,0,0,1509.2055273254,16.9613687504434,1494.83630347298,0.415125215501951
2022-02-19,2022,"A&M-Corpus Christi","UT Arlington",6,2,1,0,0,0,1524.77327496633,15.5677476409263,1479.26855583206,0.463181115830129
2022-02-20,2022,"A&M-Corpus Christi","UT Arlington",7,9,0,0,0,0,1510.04355828628,-14.7297166800498,1493.99827251211,0.507921264829302
2022-02-22,2022,"A&M-Corpus Christi","Texas",0,12,0,1,0,0,1502.99758027594,-7.0459780103326,1754.51866085848,0.242964758976986
2022-02-23,2022,"A&M-Corpus Christi","Texas",4,5,0,1,0,0,1496.37523444811,-6.62234582783092,1761.14100668631,0.228356752683825
2022-02-25,2022,"A&M-Corpus Christi","Wichita St.",5,3,1,1,0,0,1507.17187101543,10.7966365673201,1434.83333492966,0.62770218733379
2022-02-26,2022,"A&M-Corpus Christi","Iowa",2,1,1,1,0,0,1525.33985384205,18.167982826612,1618.84283651208,0.373517833565103
2022-02-27,2022,"A&M-Corpus Christi","Pepperdine",5,7,0,1,0,0,1507.39442160225,-17.9454322397933,1499.12042317347,0.618808008268734
2022-02-28,2022,"A&M-Corpus Christi","Pepperdine",10,4,1,1,0,0,1519.8926028201,12.4981812178493,1486.62224195562,0.569028233867267
2022-03-01,2022,"A&M-Corpus Christi","Prairie View",7,0,1,1,0,0,1528.5039066993,8.61130387920013,1401.55308374028,0.703058486924134
2022-03-04,2022,"A&M-Corpus Christi","SFA",6,9,0,1,0,0,1509.67659508021,-18.8273116190924,1480.39019037118,0.649217642037668
2022-03-05,2022,"A&M-Corpus Christi","SFA",9,4,1,1,0,0,1521.32270412896,11.6461090487537,1468.74408132243,0.598410032801595
2022-03-06,2022,"A&M-Corpus Christi","SFA",12,11,1,1,0,0,1532.04791465214,10.7252105231818,1458.01887079925,0.630165154373041
2022-03-08,2022,"A&M-Corpus Christi","UTRGV",0,4,0,0,0,0,1519.09611289184,-12.9518017603033,1542.23815319039,0.446613853803564
2022-03-12,2022,"A&M-Corpus Christi","Prairie View",4,5,0,1,0,2,1497.92923705492,-21.1668758369222,1407.57428806342,0.729892270238695
2022-03-12,2022,"A&M-Corpus Christi","Prairie View",9,8,1,1,0,1,1507.23063222095,9.30139516603288,1398.27289289738,0.679262235654039
2022-03-13,2022,"A&M-Corpus Christi","Prairie View",12,0,1,1,0,0,1515.86881216661,8.63817994565711,1389.63471295173,0.702131726011824
2022-03-15,2022,"A&M-Corpus Christi","TCU",6,17,0,0,0,0,1509.84210808391,-6.0267040827038,1714.35289186585,0.2078173821622
2022-03-16,2022,"A&M-Corpus Christi","Tarleton St.",8,9,0,0,0,0,1490.19040842544,-19.651699658462,1360.42682327756,0.677644815809035
2022-03-18,2022,"A&M-Corpus Christi","Nebraska",12,13,0,0,0,0,1481.63021049186,-8.56019793358733,1609.94775800021,0.295179239089218
2022-03-19,2022,"A&M-Corpus Christi","Nebraska",4,1,1,0,0,0,1502.65239517513,21.0221846832776,1588.92557331694,0.27509707988698
2022-03-20,2022,"A&M-Corpus Christi","Nebraska",21,4,1,0,0,0,1522.20192565028,19.5495304751489,1569.37604284179,0.325878259477624
2022-03-23,2022,"A&M-Corpus Christi","Lamar University",2,7,0,1,0,0,1505.89485684703,-16.307068803256,1534.98340338551,0.562312717353655
2022-03-25,2022,"A&M-Corpus Christi","UIW",12,2,1,1,0,0,1517.9441041668,12.0492473197747,1474.55398206115,0.584508713111217
2022-03-26,2022,"A&M-Corpus Christi","UIW",4,1,1,1,0,0,1529.02919577432,11.0850916075213,1463.46889045363,0.617755461809611
2022-03-27,2022,"A&M-Corpus Christi","UIW",4,7,0,1,0,0,1510.25443761113,-18.7747581631955,1482.24364861682,0.647405453903295
2022-03-30,2022,"A&M-Corpus Christi","Rice",12,10,1,0,0,0,1523.15883512359,12.9043975124653,1418.96223810731,0.555020775432231
2022-04-01,2022,"A&M-Corpus Christi","Northwestern St.",2,8,0,0,0,0,1507.35885935387,-15.7999757697239,1467.72613388183,0.544826750680135
2022-04-02,2022,"A&M-Corpus Christi","Northwestern St.",8,11,0,0,0,0,1492.87418731362,-14.4846720402466,1482.21080592208,0.499471449663674
2022-04-03,2022,"A&M-Corpus Christi","Northwestern St.",0,1,0,0,0,0,1479.59563069904,-13.278556614581,1495.48936253666,0.457881262571757
2022-04-08,2022,"A&M-Corpus Christi","Southeastern La.",18,4,1,0,0,0,1494.54435674594,14.948726046904,1435.40229738924,0.484526688037792
2022-04-09,2022,"A&M-Corpus Christi","Southeastern La.",9,12,0,0,0,0,1479.24628260078,-15.2980741451603,1450.7003715344,0.527519798108977
2022-04-10,2022,"A&M-Corpus Christi","Southeastern La.",3,7,0,0,0,0,1465.22413850453,-14.0221440962544,1464.72251563066,0.483522210215668
2022-04-12,2022,"A&M-Corpus Christi","Texas A&M",3,5,0,1,0,0,1454.11144305955,-11.1126954449824,1599.02702965896,0.383196394654566
2022-04-14,2022,"A&M-Corpus Christi","Houston Christian",17,3,1,1,0,0,1464.03807530471,9.92663224515785,1370.73463090482,0.657702336373867
2022-04-15,2022,"A&M-Corpus Christi","Houston Christian",3,5,0,1,0,0,1444.2325620421,-19.8055132626067,1390.54014416743,0.682948733193334
2022-04-16,2022,"A&M-Corpus Christi","Houston Christian",5,11,0,1,0,0,1425.91447560376,-18.3180864383387,1408.85823060577,0.631658153046164
2022-04-20,2022,"A&M-Corpus Christi","Prairie View",8,5,1,0,0,0,1442.40159520065,16.4871195968865,1417.342353872,0.431478634590121
2022-04-22,2022,"A&M-Corpus Christi","New Orleans",3,13,0,0,0,0,1431.60368171001,-10.7979134906338,1503.91204084801,0.372341844504615
2022-04-23,2022,"A&M-Corpus Christi","New Orleans",11,9,1,0,0,0,1450.63409247989,19.030410769876,1484.88163007814,0.343778938969793
2022-04-24,2022,"A&M-Corpus Christi","New Orleans",6,14,0,0,0,0,1439.18644114848,-11.4476513314075,1496.32928140955,0.394746597634741
2022-04-27,2022,"A&M-Corpus Christi","UTRGV",12,5,1,1,0,0,1455.92431714791,16.7378759994304,1516.50242215087,0.422831862088606
2022-04-29,2022,"A&M-Corpus Christi","McNeese",2,7,0,1,0,0,1442.59330400223,-13.3310131456843,1537.32643410163,0.459690108471872
2022-04-30,2022,"A&M-Corpus Christi","McNeese",3,7,0,1,0,0,1430.35884537816,-12.2344586240652,1549.5608927257,0.421877883588456
2022-05-01,2022,"A&M-Corpus Christi","McNeese",13,11,1,1,0,0,1448.10819980663,17.7493544284678,1531.81153829723,0.387953295570077
2022-05-04,2022,"A&M-Corpus Christi","UTRGV",18,3,1,1,0,0,1465.33813288292,17.2299330762889,1537.0801300778,0.405864376679692
2022-05-06,2022,"A&M-Corpus Christi","Nicholls",7,6,1,1,0,0,1478.92918686007,13.5910539771511,1469.93916028227,0.531342966305133
2022-05-07,2022,"A&M-Corpus Christi","Nicholls",5,4,1,1,0,0,1491.39806304161,12.4688761815357,1457.47028410073,0.570038752360837
2022-05-08,2022,"A&M-Corpus Christi","Nicholls",11,10,1,1,0,0,1502.85847040697,11.4604073653631,1446.00987673537,0.604813539125411
2022-05-12,2022,"A&M-Corpus Christi","UIW",3,13,0,0,0,0,1484.1401360679,-18.7183343390708,1377.49531561889,0.645459804795545
2022-05-13,2022,"A&M-Corpus Christi","UIW",6,8,0,0,0,0,1466.89237602614,-17.2477600417544,1394.74307566064,0.594750346267394
2022-05-14,2022,"A&M-Corpus Christi","UIW",6,2,1,0,0,0,1480.05446211522,13.1620860890734,1381.58098957157,0.546134962445745
2022-05-19,2022,"A&M-Corpus Christi","Southeastern La.",6,5,1,0,0,0,1498.03855598086,17.9840938656389,1507.21770183427,0.379858832219347
2022-05-20,2022,"A&M-Corpus Christi","New Orleans",9,10,0,1,1,0,1483.3085159125,-14.7300400683606,1547.25612623537,0.507932416150366
2022-05-20,2022,"A&M-Corpus Christi","New Orleans",9,10,0,0,1,0,1473.02173521352,-10.2867806989719,1557.54290693434,0.354716575826616
2022-05-21,2022,"A&M-Corpus Christi","Southeastern La.",11,18,0,0,0,0,1461.86122314006,-11.160512073462,1525.66155224354,0.384845243912481
2023-02-17,2023,"A&M-Corpus Christi","UT Arlington",11,6,1,1,0,0,1473.88626511727,9.35532759701426,1366.30129352447,0.677402496654681
2023-02-18,2023,"A&M-Corpus Christi","UT Arlington",6,1,1,1,0,0,1482.57244996565,8.68618484837441,1357.61510867609,0.700476384538813
2023-02-19,2023,"A&M-Corpus Christi","UT Arlington",3,5,0,1,0,0,1461.66261326498,-20.9098367006668,1378.52494537676,0.721028851747131
2023-02-21,2023,"A&M-Corpus Christi","Texas",2,12,0,0,0,0,1454.73569809794,-6.92691516703708,1629.91879382401,0.238859143690934
2023-02-24,2023,"A&M-Corpus Christi","UIW",4,10,0,1,0,0,1436.57240102468,-18.1632970732614,1423.17998787516,0.626320588733151
2023-02-25,2023,"A&M-Corpus Christi","Houston",12,2,1,1,0,0,1454.06323355968,17.4908325350039,1531.78819742317,0.396867843620556
2023-02-26,2023,"A&M-Corpus Christi","Utah",6,7,0,1,0,0,1438.61227816969,-15.4509553899982,1486.69552257006,0.532791565172351
2023-02-27,2023,"A&M-Corpus Christi","Utah",3,6,0,1,0,0,1424.44956630582,-14.162711863871,1500.85823443393,0.488369374616242
2023-03-03,2023,"A&M-Corpus Christi","Lindenwood",4,0,1,1,0,0,1438.81803554523,14.3684692394116,1446.92939221757,0.504535543468565
2023-03-04,2023,"A&M-Corpus Christi","Lindenwood",13,3,1,1,0,1,1451.9909081168,13.1728725715708,1433.756519646,0.54576301477342
2023-03-04,2023,"A&M-Corpus Christi","Lindenwood",7,6,1,1,0,2,1464.08304008558,12.0921319687797,1421.66438767722,0.583029932111046
2023-03-05,2023,"A&M-Corpus Christi","Lindenwood",8,0,1,1,0,0,1475.20645171842,11.1234116328421,1410.54097604438,0.616434081626133
2023-03-08,2023,"A&M-Corpus Christi","Texas Southern",13,14,0,1,0,0,1452.39554516233,-22.8109065560861,1311.41115601147,0.786582984692625
2023-03-10,2023,"A&M-Corpus Christi","UTSA",6,10,0,0,0,0,1446.81205793154,-5.58348723079458,1667.02570933117,0.192534042441193
2023-03-11,2023,"A&M-Corpus Christi","UTSA",6,31,0,0,0,0,1441.51267278292,-5.29938514862369,1672.32509447979,0.182737418918058
2023-03-12,2023,"A&M-Corpus Christi","UTSA",6,9,0,0,0,0,1436.47243093602,-5.04024184689598,1677.36533632669,0.173801442996413
2023-03-14,2023,"A&M-Corpus Christi","UTRGV",5,4,1,0,0,0,1456.03350540997,19.5610744739509,1503.49941528952,0.325480190553417
2023-03-16,2023,"A&M-Corpus Christi","Harvard",24,3,1,1,0,0,1465.01882346489,8.98531805492409,1347.92209192699,0.690161446381928
2023-03-17,2023,"A&M-Corpus Christi","Harvard",5,4,1,1,0,0,1473.3755574835,8.35673401860393,1339.56535790838,0.711836757979175
2023-03-18,2023,"A&M-Corpus Christi","Harvard",3,7,0,1,0,1,1452.17182610987,-21.2037313736279,1360.76908928201,0.731163150814754
2023-03-18,2023,"A&M-Corpus Christi","Harvard",5,3,1,1,0,2,1461.43515468524,9.26332857536741,1351.50576070665,0.680574876711469
2023-03-21,2023,"A&M-Corpus Christi","Texas St.",5,7,0,0,0,0,1456.54670385294,-4.88845083229698,1703.54515082462,0.168567270079206
2023-03-24,2023,"A&M-Corpus Christi","Southeastern La.",4,10,0,1,0,0,1443.53187319058,-13.0148306623654,1545.27302230564,0.448787264219498
2023-03-25,2023,"A&M-Corpus Christi","Southeastern La.",5,7,0,1,0,0,1431.58181486668,-11.9500583238909,1557.22308062953,0.412070976685894
2023-03-26,2023,"A&M-Corpus Christi","Southeastern La.",3,1,1,1,0,0,1449.58532586891,18.0035110022299,1539.2195696273,0.379189275785175
2023-03-28,2023,"A&M-Corpus Christi","UTSA",8,2,1,1,0,0,1471.60859443803,22.0232685691128,1667.25396522298,0.240576945892663
2023-03-31,2023,"A&M-Corpus Christi","Abilene Christian",7,9,0,0,0,0,1464.64050442935,-6.96809000867962,1638.55204313699,0.240278965816539
2023-04-01,2023,"A&M-Corpus Christi","Nebraska",1,12,0,1,1,0,1454.04392352957,-10.5965808997727,1611.13018864787,0.365399341371474
2023-04-01,2023,"A&M-Corpus Christi","Nebraska",1,12,0,0,1,0,1446.62094374747,-7.42297978210281,1606.8321796467,0.255964820072511
2023-04-02,2023,"A&M-Corpus Christi","Abilene Christian",9,10,0,0,0,0,1440.89611325503,-5.72483049243995,1655.9978624127,0.197407948015171
2023-04-04,2023,"A&M-Corpus Christi","UTRGV",2,20,0,0,0,0,1430.69469042672,-10.2014228283131,1517.28322849328,0.351773200976313
2023-04-07,2023,"A&M-Corpus Christi","McNeese",5,3,1,0,0,2,1450.0771110248,19.3824205980785,1493.04916303847,0.331640669031775
2023-04-07,2023,"A&M-Corpus Christi","McNeese",3,8,0,0,0,1,1438.9755346219,-11.101576402893,1504.15073944137,0.382812979410105
2023-04-08,2023,"A&M-Corpus Christi","McNeese",3,4,0,0,0,0,1428.73561293965,-10.239921682253,1514.39066112362,0.353100747663898
2023-04-11,2023,"A&M-Corpus Christi","UTRGV",2,11,0,1,0,0,1415.20819294508,-13.5274199945688,1505.60213811733,0.466462758433406
2023-04-14,2023,"A&M-Corpus Christi","New Orleans",6,7,0,1,0,0,1405.07071548305,-10.1374774620323,1573.21361841506,0.349568188345941
2023-04-15,2023,"A&M-Corpus Christi","New Orleans",5,3,1,1,0,0,1424.68868560834,19.6179701252923,1553.59564828977,0.323518271541644
2023-04-16,2023,"A&M-Corpus Christi","New Orleans",7,5,1,1,0,0,1442.82023696219,18.131551353843,1535.46409693593,0.374774091246794
2023-04-21,2023,"A&M-Corpus Christi","Lamar University",4,3,1,0,0,0,1461.29100218637,18.4707652241838,1481.98470321321,0.363077061235041
2023-04-22,2023,"A&M-Corpus Christi","Lamar University",0,10,0,0,0,0,1449.2985588683,-11.9924433180704,1493.97714653128,0.413532528209322
2023-04-23,2023,"A&M-Corpus Christi","Lamar University",7,5,1,0,0,0,1467.26421342938,17.9656545610849,1476.0114919702,0.380494670307416
2023-04-28,2023,"A&M-Corpus Christi","Houston Christian",12,7,1,0,0,0,1478.13003127253,10.8658178431419,1327.42417409612,0.625316626098554
2023-04-29,2023,"A&M-Corpus Christi","Houston Christian",6,7,0,0,0,0,1459.1600577847,-18.9699734878263,1346.39414758394,0.654137016821596
2023-04-30,2023,"A&M-Corpus Christi","Houston Christian",7,2,1,0,0,0,1470.66685652667,11.5067987419741,1334.88734884197,0.60321383648365
2023-05-03,2023,"A&M-Corpus Christi","Baylor",6,12,0,0,0,0,1457.24332698384,-13.4235295428379,1469.93131918564,0.462880329063376
2023-05-05,2023,"A&M-Corpus Christi","Northwestern St.",11,8,1,1,0,0,1472.03578348276,14.7924564989258,1489.45939302106,0.489915293140491
2023-05-06,2023,"A&M-Corpus Christi","Northwestern St.",4,1,1,1,0,0,1485.59489629082,13.5591128080552,1475.90028021301,0.532444385929132
2023-05-07,2023,"A&M-Corpus Christi","Northwestern St.",8,17,0,1,0,0,1469.03495209861,-16.5599441922027,1492.46022440521,0.571032558351817
2023-05-12,2023,"A&M-Corpus Christi","Nicholls",9,4,1,0,0,0,1487.90614321711,18.8711911184974,1518.26013553559,0.349269271775953
2023-05-13,2023,"A&M-Corpus Christi","Nicholls",2,7,0,0,0,0,1476.30283724636,-11.6033059707497,1529.86344150634,0.400113998991371
2023-05-14,2023,"A&M-Corpus Christi","Nicholls",6,9,0,0,0,0,1465.61580344256,-10.687033803803,1540.55047531015,0.36851840702769
2023-05-18,2023,"A&M-Corpus Christi","UIW",6,9,0,1,0,0,1450.43730753672,-15.1784959058404,1504.52492691304,0.523396410546221
2023-05-19,2023,"A&M-Corpus Christi","UIW",7,3,1,1,0,0,1465.52492324569,15.0876157089745,1489.43731120407,0.479737389345706
2023-05-20,2023,"A&M-Corpus Christi","UIW",1,5,0,1,0,0,1450.35399656791,-15.1709266777802,1504.60823788185,0.523135402682075
2023-05-23,2023,"A&M-Corpus Christi","McNeese",0,4,0,0,0,0,1439.82313535819,-10.5308612097239,1518.4779601119,0.363133145162894
2024-02-16,2024,"A&M-Corpus Christi","Central Mich.",3,1,1,1,1,0,1460.26781555258,16.2322996694674,1509.51016457398,0.440265528639054
2024-02-16,2024,"A&M-Corpus Christi","Central Mich.",3,1,1,0,1,0,1478.41248287815,18.1446673255695,1491.36549724841,0.374321816359674
2024-02-17,2024,"A&M-Corpus Christi","Central Mich.",13,1,1,1,1,0,1492.28914219029,13.8766593121363,1489.5906996656,0.52149450647806
2024-02-17,2024,"A&M-Corpus Christi","Central Mich.",13,1,1,0,1,0,1508.33994464913,16.050802458844,1473.53989720675,0.446524053143311
2024-02-17,2024,"A&M-Corpus Christi","SFA",10,17,0,0,0,0,1490.28030512227,-18.0596395268594,1399.32860589202,0.622746190581359
2024-02-18,2024,"A&M-Corpus Christi","SFA",5,13,0,0,0,0,1473.66898285469,-16.6113222675811,1415.9399281596,0.572804216123485
2024-02-20,2024,"A&M-Corpus Christi","Kansas",7,13,0,1,1,0,1458.77949693724,-14.8894859174527,1519.22372204923,0.513430548877679
2024-02-20,2024,"A&M-Corpus Christi","Kansas",7,13,0,0,1,0,1448.35846041093,-10.42103652631,1529.64475857554,0.359346087114137
2024-02-21,2024,"A&M-Corpus Christi","Texas Southern",8,4,1,1,0,0,1455.2671405697,6.90868015876873,1279.51914975761,0.76176964969763
2024-02-23,2024,"A&M-Corpus Christi","Maryland",5,7,0,1,0,0,1448.75407881977,-6.51306174992988,1717.03825495738,0.224588336204479
2024-02-24,2024,"A&M-Corpus Christi","Washington",4,11,0,1,0,0,1437.88380354059,-10.8702752791767,1588.48462112596,0.3748370785923
2024-02-25,2024,"A&M-Corpus Christi","Pittsburgh",2,10,0,1,0,0,1429.43554992556,-8.44825361502829,1640.76477280931,0.291319090173389
2024-02-26,2024,"A&M-Corpus Christi","Pittsburgh",6,9,0,1,0,0,1421.55760271265,-7.87794721291573,1648.64272002222,0.271653352169508
2024-02-28,2024,"A&M-Corpus Christi","UTRGV",2,1,1,0,0,0,1441.49726366404,19.939660951391,1498.64726960846,0.312425484434795
2024-03-01,2024,"A&M-Corpus Christi","Abilene Christian",2,7,0,1,0,0,1429.45078218292,-12.0464814811153,1552.903596215,0.415395913141906
2024-03-02,2024,"A&M-Corpus Christi","Abilene Christian",6,1,1,1,0,0,1447.36816175741,17.917379574484,1534.98621664052,0.382159325017793
2024-03-03,2024,"A&M-Corpus Christi","Abilene Christian",5,2,1,1,0,0,1463.84311995322,16.4749581958087,1518.51125844471,0.431897993247977
2024-03-05,2024,"A&M-Corpus Christi","Texas St.",6,5,1,0,0,0,1486.65844033377,22.8153203805504,1627.79154539794,0.213264814463779
