"date","year","loc","loc_neut","match_id","home_team","away_team","home_runs","away_runs","home_win","away_win","home_conference","away_conference","conference_group_1_home","conference_group_2_home","conference_group_3_home","conference_group_1_away","conference_group_2_away","conference_group_3_away","last_year_bid_home","last_year_bid_away"
"02/15/2019",2019,0,0,1647611,"South Carolina","Liberty","5","6",0,1,"SEC","ASUN",1,0,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647612,"Wake Forest","Sacred Heart","14","1",1,0,"ACC","NEC",1,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647614,"Grand Canyon","Wichita St.","9","1",1,0,"WAC","AAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647616,"Florida St.","Maine","11","0",1,0,"ACC","America East",1,0,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647620,"South Fla.","Samford","7","4",1,0,"AAC","SoCon",0,0,0,0,0,0,1,1
"02/15/2019",2019,0,0,1647622,"North Florida","Missouri","5","4",1,0,"ASUN","SEC",0,0,0,1,0,0,0,0
"02/15/2019",2019,1,0,1647623,"Hawaii","Portland","4","10",1,0,"Big West","WCC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647624,"UC Davis","Northern Colo.","11","2",0,1,"Big West","WAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647626,"Clemson","South Alabama","6","2",1,0,"ACC","Sun Belt",1,0,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647627,"Mercer","Evansville","5","4",1,0,"SoCon","MVC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647631,"Arkansas","Eastern Ill.","15","7",0,1,"SEC","OVC",1,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647633,"Georgia St.","Richmond","6","13",1,0,"Sun Belt","Atlantic 10",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647634,"Fresno St.","Utah Valley","6","3",1,0,"Mountain West","WAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647636,"Alabama A&M","Purdue Fort Wayne","2","10",1,0,"SWAC","Horizon",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647637,"Georgia Tech","UIC","6","3",1,0,"ACC","Horizon",1,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647639,"Coastal Carolina","VCU","10","8",0,1,"Sun Belt","Atlantic 10",0,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647642,"CSUN","Kansas St.","10","8",0,1,"Big West","Big 12",0,0,0,0,1,0,0,0
"02/15/2019",2019,1,0,1647644,"DBU","Kent St.","3","0",1,0,"MVC","MAC",0,0,0,0,0,0,1,1
"02/17/2019",2019,1,0,1647645,"Southeast Mo. St.","Western Mich.","8","4",1,0,"OVC","MAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647646,"Louisiana","Texas","1","3",0,1,"Sun Belt","Big 12",0,0,0,0,1,0,0,1
"02/15/2019",2019,1,0,1647648,"Elon","Lafayette","9","1",1,0,"CAA","Patriot",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647649,"UCLA","St. John's (NY)","3","2",1,0,"Pac-12","Big East",0,1,0,0,0,0,1,1
"02/15/2019",2019,0,0,1647650,"The Citadel","Delaware St.","1","3",0,1,"SoCon","MEAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647651,"Alabama","Presbyterian","7","2",1,0,"SEC","Big South",1,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647652,"Middle Tenn.","Bowling Green","7","0",1,0,"C-USA","MAC",0,0,1,0,0,0,0,0
"02/15/2019",2019,1,0,1647653,"New Mexico St.","Texas Southern","20","2",1,0,"WAC","SWAC",0,0,0,0,0,0,1,1
"02/15/2019",2019,1,0,1647655,"Col. of Charleston","UNC Asheville","9","0",1,0,"CAA","Big South",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647657,"UC Riverside","Nebraska","6","21",1,0,"Big West","Big Ten",0,0,0,0,0,1,0,0
"02/15/2019",2019,0,0,1647658,"UNC Greensboro","Quinnipiac","12","5",0,1,"SoCon","MAAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647660,"Troy","Central Mich.","3","2",1,0,"Sun Belt","MAC",0,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647661,"Florida","Long Beach St.","8","2",1,0,"SEC","Big West",1,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647662,"Kennesaw St.","West Virginia","5","3",1,0,"ASUN","Big 12",0,0,0,0,1,0,0,0
"02/15/2019",2019,1,0,1647663,"Duke","Lehigh","7","0",1,0,"ACC","Patriot",1,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647664,"Baylor","Holy Cross","12","0",1,0,"Big 12","Patriot",0,1,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647665,"Houston Baptist","Northeastern","9","3",1,0,"Southland","CAA",0,0,0,0,0,0,0,1
"02/15/2019",2019,1,0,1647666,"Auburn","Ga. Southern","11","2",0,1,"SEC","Sun Belt",1,0,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647667,"Tulane","George Washington","3","2",1,0,"AAC","Atlantic 10",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647669,"Rice","Rhode Island","1","2",0,1,"C-USA","Atlantic 10",0,0,1,0,0,0,0,0
"02/15/2019",2019,0,0,1647670,"Oklahoma","Cal Poly","4","1",1,0,"Big 12","Big West",0,1,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647671,"UNLV","Seattle U","0","4",0,1,"Mountain West","WAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647672,"ETSU","Iona","4","3",1,0,"SoCon","MAAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647673,"Lipscomb","Valparaiso","6","0",1,0,"ASUN","MVC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647675,"LSU","ULM","12","7",0,1,"SEC","Sun Belt",1,0,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647676,"Jackson St.","Boston College","3","7",0,1,"SWAC","ACC",0,0,0,1,0,0,0,0
"02/15/2019",2019,0,0,1647679,"FGCU","Bethune-Cookman","3","6",0,1,"ASUN","MEAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647680,"New Orleans","Michigan St.","4","8",0,1,"Southland","Big Ten",0,0,0,0,0,1,0,0
"02/15/2019",2019,1,0,1647681,"Davidson","Towson","13","5",0,1,"Atlantic 10","CAA",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647682,"Gardner-Webb","Navy","3","2",1,0,"Big South","Patriot",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647683,"FIU","Stony Brook","7","13",1,0,"C-USA","America East",0,0,1,0,0,0,0,0
"02/15/2019",2019,0,0,1647684,"UTSA","McNeese","5","16",1,0,"C-USA","Southland",0,0,1,0,0,0,0,0
"02/15/2019",2019,1,0,1647685,"San Diego St.","San Francisco","8","4",1,0,"Mountain West","WCC",0,0,0,0,0,0,1,0
"02/15/2019",2019,0,1,1647689,"Army West Point","Air Force","17","2",0,1,"Patriot","Mountain West",0,0,0,0,0,0,1,0
"02/15/2019",2019,0,1,1647691,"Maryland","Campbell","6","10",1,0,"Big Ten","Big South",0,0,1,0,0,0,0,1
"02/15/2019",2019,0,1,1647692,"NJIT","Eastern Mich.","5","4",1,0,"America East","MAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647693,"Saint Louis","Miami (OH)","9","1",1,0,"Atlantic 10","MAC",0,0,0,0,0,0,1,0
"02/15/2019",2019,0,1,1647695,"Milwaukee","Marshall","5","3",1,0,"Horizon","C-USA",0,0,0,0,0,1,0,0
"02/15/2019",2019,0,1,1647696,"UConn","Louisville","3","2",1,0,"Big East","ACC",0,0,0,1,0,0,1,1
"02/15/2019",2019,0,1,1647697,"Northwestern","BYU","3","4",0,1,"Big Ten","WCC",0,0,1,0,0,0,0,0
"02/15/2019",2019,0,1,1647698,"Prairie View","Alcorn","10","3",0,1,"SWAC","SWAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647699,"Southern U.","Florida A&M","6","3",1,0,"SWAC","MEAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647700,"Seton Hall","Ohio St.","3","4",0,1,"Big East","Big Ten",0,0,0,0,0,1,0,1
"02/15/2019",2019,0,1,1647701,"Michigan","Binghamton","10","0",1,0,"Big Ten","America East",0,0,1,0,0,0,0,0
"02/15/2019",2019,0,1,1647702,"Virginia","Vanderbilt","9","15",1,0,"ACC","SEC",1,0,0,1,0,0,0,1
"02/15/2019",2019,0,1,1647703,"Oregon St.","New Mexico","6","5",1,0,"Pac-12","Mountain West",0,1,0,0,0,0,1,0
"02/15/2019",2019,0,1,1647704,"CSU Bakersfield","California","4","3",1,0,"Big West","Pac-12",0,0,0,0,1,0,0,0
"02/15/2019",2019,0,1,1647705,"Pepperdine","CSU Bakersfield","11","0",1,0,"WCC","Big West",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647706,"VMI","Saint Joseph's","9","3",1,0,"SoCon","Atlantic 10",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647707,"Illinois","Georgetown","11","3",0,1,"Big Ten","Big East",0,0,1,0,0,0,0,0
"02/15/2019",2019,0,1,1647708,"Nevada","Missouri St.","16","4",0,1,"Mountain West","MVC",0,0,0,0,0,0,0,1
"02/15/2019",2019,0,1,1647710,"Iowa","George Mason","2","7",0,1,"Big Ten","Atlantic 10",0,0,1,0,0,0,0,0
"02/15/2019",2019,0,1,1647715,"Ark.-Pine Bluff","Alabama St.","12","23",0,1,"SWAC","SWAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647716,"Nicholls","Southern Ill.","5","6",0,1,"Southland","MVC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647720,"Sam Houston","Manhattan","12","7",0,1,"Southland","MAAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647726,"Saint Mary's (CA)","Washington St.","8","1",1,0,"WCC","Pac-12",0,0,0,0,1,0,0,0
"02/15/2019",2019,0,0,1647735,"Texas Tech","Oregon","4","9",0,1,"Big 12","Pac-12",0,1,0,0,1,0,1,0
"02/15/2019",2019,0,1,1647737,"Penn St.","Monmouth","1","0",1,0,"Big Ten","MAAC",0,0,1,0,0,0,0,0
"02/15/2019",2019,0,1,1647740,"TCU","Cal St. Fullerton","0","2",0,1,"Big 12","Big West",0,1,0,0,0,0,0,1
"02/15/2019",2019,0,0,1647747,"NC State","Bucknell","8","2",1,0,"ACC","Patriot",1,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647750,"Austin Peay","Kentucky","4","8",0,1,"OVC","SEC",0,0,0,1,0,0,0,0
"02/15/2019",2019,1,0,1647751,"North Carolina","Xavier","12","3",0,1,"ACC","Big East",1,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647753,"Charlotte","Delaware","3","1",1,0,"C-USA","CAA",0,0,1,0,0,0,0,0
"02/15/2019",2019,1,0,1647754,"Abilene Christian","Bryant","7","8",0,1,"Southland","NEC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647755,"Central Ark.","Bradley","2","5",0,1,"Southland","MVC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647757,"Oral Roberts","Murray St.","6","5",1,0,"Summit League","OVC",0,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647759,"Longwood","UMES","4","2",1,0,"Big South","MEAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647760,"Little Rock","Creighton","8","10",1,0,"Sun Belt","Big East",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647763,"Villanova","Pittsburgh","2","7",0,1,"Big East","ACC",0,0,0,1,0,0,0,0
"02/15/2019",2019,0,0,1647764,"Southern Miss.","Purdue","7","6",1,0,"C-USA","Big Ten",0,0,1,0,0,1,1,1
"02/15/2019",2019,0,0,1647767,"USC Upstate","Kansas","5","9",0,1,"Big South","Big 12",0,0,0,0,1,0,0,0
"02/15/2019",2019,0,0,1647768,"Western Caro.","Oakland","21","9",0,1,"SoCon","Horizon",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647769,"UNCW","Saint Joseph's","2","4",0,1,"CAA","Atlantic 10",0,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647770,"Belmont","Illinois St.","11","27",0,1,"OVC","MVC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647772,"UAB","SIUE","8","3",1,0,"C-USA","OVC",0,0,1,0,0,0,0,0
"02/15/2019",2019,0,0,1647773,"Winthrop","Toledo","4","5",0,1,"Big South","MAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647774,"Memphis","Indiana","1","6",0,1,"AAC","Big Ten",0,0,0,0,0,1,0,1
"02/15/2019",2019,0,0,1647778,"Western Ky.","Northern Ky.","9","6",1,0,"C-USA","Horizon",0,0,1,0,0,0,0,0
"02/15/2019",2019,1,0,1647779,"N.C. A&T","Niagara","6","2",1,0,"MEAC","MAAC",0,0,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647781,"N.C. Central","Canisius","5","2",1,0,"MEAC","MAAC",0,0,0,0,0,0,0,1
"02/15/2019",2019,1,0,1647782,"Mississippi St.","Youngstown St.","14","3",0,1,"SEC","Horizon",1,0,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647786,"Tennessee","App State","6","0",1,0,"SEC","Sun Belt",1,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647788,"Wofford","Ohio","2","0",1,0,"SoCon","MAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647789,"UT Martin","South Dakota St.","3","15",1,0,"OVC","Summit League",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647791,"Ole Miss","Wright St.","10","1",1,0,"SEC","Horizon",1,0,0,0,0,0,1,1
"02/15/2019",2019,0,0,1647792,"Georgia","Dayton","5","1",1,0,"SEC","Atlantic 10",1,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647793,"Furman","Morehead St.","3","6",0,1,"SoCon","OVC",0,0,0,0,0,0,0,1
"02/15/2019",2019,0,1,1647796,"Grambling","Eastern Ky.","7","4",1,0,"SWAC","OVC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647797,"UC Irvine","Washington","5","9",0,1,"Big West","Pac-12",0,0,0,0,1,0,0,1
"02/15/2019",2019,0,0,1647799,"Southeastern La.","Louisiana Tech","8","13",1,0,"Southland","C-USA",0,0,0,0,0,1,0,0
"02/15/2019",2019,1,0,1647802,"Charleston So.","La Salle","3","6",0,1,"Big South","Atlantic 10",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647804,"UCF","Siena","3","2",1,0,"AAC","MAAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647806,"San Diego","Wagner","14","0",1,0,"WCC","NEC",0,0,0,0,0,0,0,0
"02/17/2019",2019,0,0,1647808,"Sacramento St.","North Dakota St.","2","1",1,0,"WAC","Summit League",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647809,"Pacific","Chicago St.","4","1",1,0,"WCC","WAC",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647812,"Jacksonville","Indiana St.","1","7",0,1,"ASUN","MVC",0,0,0,0,0,0,1,0
"02/15/2019",2019,1,0,1647813,"Lamar University","LIU","6","2",1,0,"Southland","NEC",0,0,0,0,0,0,0,1
"02/15/2019",2019,1,0,1647814,"Texas St.","Utah","8","3",1,0,"Sun Belt","Pac-12",0,0,0,0,1,0,0,0
"02/15/2019",2019,1,0,1647815,"Tennessee Tech","Western Ill.","3","2",1,0,"OVC","Summit League",0,0,0,0,0,0,1,0
"02/15/2019",2019,0,1,1647816,"Minnesota","Gonzaga","8","5",1,0,"Big Ten","WCC",0,0,1,0,0,0,1,1
"02/15/2019",2019,0,0,1647817,"UIW","Hofstra","9","1",1,0,"Southland","CAA",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647818,"SFA","Arkansas St.","4","2",1,0,"Southland","Sun Belt",0,0,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647819,"A&M-Corpus Christi","UT Arlington","5","1",1,0,"Southland","Sun Belt",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647820,"Fla. Atlantic","Cincinnati","9","0",1,0,"C-USA","AAC",0,0,1,0,0,0,1,0
"02/15/2019",2019,1,0,1647821,"Arizona St.","Notre Dame","10","1",1,0,"Pac-12","ACC",0,1,0,1,0,0,0,0
"02/15/2019",2019,1,0,1647822,"Houston","Northwestern St.","5","3",1,0,"AAC","Southland",0,0,0,0,0,0,1,1
"02/15/2019",2019,1,0,1647823,"Stetson","Virginia Tech","0","5",0,1,"ASUN","ACC",0,0,0,1,0,0,1,0
"02/15/2019",2019,0,0,1647827,"UTRGV","Oklahoma St.","3","10",1,0,"WAC","Big 12",0,0,0,0,1,0,0,1
"02/15/2019",2019,1,0,1647831,"Miami (FL)","Rutgers","19","3",0,1,"ACC","Big Ten",1,0,0,0,0,1,0,0
"02/15/2019",2019,0,1,1647832,"Rider","Butler","9","4",1,0,"MAAC","Big East",0,0,0,0,0,0,0,0
"02/15/2019",2019,0,0,1647833,"Texas A&M","Fordham","4","0",1,0,"SEC","Atlantic 10",1,0,0,0,0,0,1,0
"02/15/2019",2019,0,0,1647834,"Southern California","Omaha","6","5",1,0,"Pac-12","Summit League",0,1,0,0,0,0,0,0
"02/15/2019",2019,1,0,1647835,"Arizona","UMass Lowell","12","4",0,1,"Pac-12","America East",0,1,0,0,0,0,0,0
"02/15/2019",2019,0,1,1647836,"Stanford","Ball St.","2","1",1,0,"Pac-12","MAC",0,1,0,0,0,0,1,0
"02/16/2019",2019,0,0,1647837,"South Carolina","Liberty","13","7",0,1,"SEC","ASUN",1,0,0,0,0,0,1,0
"02/16/2019",2019,0,0,1647838,"Wake Forest","Illinois","2","5",0,1,"ACC","Big Ten",1,0,0,0,0,1,0,0
"02/16/2019",2019,0,0,1647839,"South Fla.","Samford","3","7",0,1,"AAC","SoCon",0,0,0,0,0,0,1,1
"02/16/2019",2019,0,0,1647840,"North Florida","Missouri","4","5",0,1,"ASUN","SEC",0,0,0,1,0,0,0,0
"02/16/2019",2019,0,0,1647841,"UC Davis","Northern Colo.","9","2",1,0,"Big West","WAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647843,"Mercer","Evansville","7","6",1,0,"SoCon","MVC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647845,"Arkansas","Eastern Ill.","12","3",0,1,"SEC","OVC",1,0,0,0,0,0,1,0
"02/16/2019",2019,1,0,1647846,"Georgia St.","West Virginia","2","8",0,1,"Sun Belt","Big 12",0,0,0,0,1,0,0,0
"02/15/2019",2019,1,0,1647847,"UNCW","VMI","5","2",1,0,"CAA","SoCon",0,0,0,0,0,0,1,0
"02/18/2019",2019,1,0,1647848,"Fresno St.","Utah Valley","8","3",1,0,"Mountain West","WAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647850,"Georgia Tech","Richmond","1","7",0,1,"ACC","Atlantic 10",1,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647852,"Coastal Carolina","Maryland","7","2",1,0,"Sun Belt","Big Ten",0,0,0,0,0,1,1,0
"02/16/2019",2019,1,0,1647854,"CSUN","Kansas St.","5","6",0,1,"Big West","Big 12",0,0,0,0,1,0,0,0
"02/16/2019",2019,1,0,1647855,"DBU","Kent St.","8","4",1,0,"MVC","MAC",0,0,0,0,0,0,1,1
"02/16/2019",2019,1,0,1647856,"Southeast Mo. St.","Western Mich.","5","1",1,0,"OVC","MAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647857,"Louisiana","Texas","5","6",0,1,"Sun Belt","Big 12",0,0,0,0,1,0,0,1
"02/16/2019",2019,1,0,1647858,"Elon","Lafayette","8","0",1,0,"CAA","Patriot",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647860,"UCLA","St. John's (NY)","9","0",1,0,"Pac-12","Big East",0,1,0,0,0,0,1,1
"02/16/2019",2019,0,0,1647861,"The Citadel","Delaware St.","5","0",1,0,"SoCon","MEAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647862,"Alabama","Presbyterian","1","4",0,1,"SEC","Big South",1,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647863,"Middle Tenn.","Bowling Green","3","4",0,1,"C-USA","MAC",0,0,1,0,0,0,0,0
"02/16/2019",2019,1,0,1647865,"Col. of Charleston","UNC Asheville","6","5",1,0,"CAA","Big South",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647867,"UNC Greensboro","Quinnipiac","8","2",1,0,"SoCon","MAAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647869,"Florida","Long Beach St.","5","2",1,0,"SEC","Big West",1,0,0,0,0,0,1,0
"02/16/2019",2019,1,0,1647870,"Kennesaw St.","UIC","9","2",1,0,"ASUN","Horizon",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647871,"Duke","Lehigh","8","1",1,0,"ACC","Patriot",1,0,0,0,0,0,1,0
"02/16/2019",2019,1,0,1647872,"Houston Baptist","Northeastern","8","14",1,0,"Southland","CAA",0,0,0,0,0,0,0,1
"02/16/2019",2019,1,0,1647873,"Auburn","Ga. Southern","5","7",0,1,"SEC","Sun Belt",1,0,0,0,0,0,1,0
"02/16/2019",2019,0,0,1647874,"Tulane","George Washington","7","6",1,0,"AAC","Atlantic 10",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647875,"Rice","Rhode Island","7","6",1,0,"C-USA","Atlantic 10",0,0,1,0,0,0,0,0
"02/16/2019",2019,0,0,1647878,"Oklahoma","Cal Poly","9","3",1,0,"Big 12","Big West",0,1,0,0,0,0,1,0
"02/16/2019",2019,0,0,1647879,"UNLV","Seattle U","11","10",1,0,"Mountain West","WAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647880,"ETSU","Iona","14","3",0,1,"SoCon","MAAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647882,"Lipscomb","Valparaiso","6","8",0,1,"ASUN","MVC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647883,"FGCU","Bethune-Cookman","23","3",0,1,"ASUN","MEAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1647884,"New Orleans","Michigan St.","4","1",1,0,"Southland","Big Ten",0,0,0,0,0,1,0,0
"02/16/2019",2019,1,0,1647885,"Davidson","Towson","4","1",1,0,"Atlantic 10","CAA",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647886,"Gardner-Webb","Navy","5","3",1,0,"Big South","Patriot",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647887,"FIU","Stony Brook","6","7",0,1,"C-USA","America East",0,0,1,0,0,0,0,0
"02/16/2019",2019,0,0,1647888,"UTSA","McNeese","3","12",1,0,"C-USA","Southland",0,0,1,0,0,0,0,0
"02/16/2019",2019,1,0,1647889,"San Diego St.","San Francisco","8","9",0,1,"Mountain West","WCC",0,0,0,0,0,0,1,0
"02/16/2019",2019,1,0,1647894,"Florida St.","Maine","16","3",0,1,"ACC","America East",1,0,0,0,0,0,1,0
"02/16/2019",2019,1,0,1647900,"Hawaii","Portland","4","7",0,1,"Big West","WCC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647905,"Alabama A&M","Purdue Fort Wayne","8","9",0,1,"SWAC","Horizon",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1647911,"New Mexico St.","Texas Southern","24","8",0,1,"WAC","SWAC",0,0,0,0,0,0,1,1
"02/16/2019",2019,0,0,1647914,"UC Riverside","Nebraska","10","9",0,1,"Big West","Big Ten",0,0,0,0,0,1,0,0
"02/16/2019",2019,0,0,1647916,"Troy","Central Mich.","7","6",1,0,"Sun Belt","MAC",0,0,0,0,0,0,1,0
"02/16/2019",2019,1,0,1647918,"Baylor","Holy Cross","8","5",1,0,"Big 12","Patriot",0,1,0,0,0,0,1,0
"02/16/2019",2019,0,0,1647922,"Jackson St.","Boston College","2","11",1,0,"SWAC","ACC",0,0,0,1,0,0,0,0
"02/16/2019",2019,0,1,1647929,"VCU","Campbell","8","7",1,0,"Atlantic 10","Big South",0,0,0,0,0,0,0,1
"02/16/2019",2019,0,1,1647932,"Pittsburgh","Marshall","2","7",0,1,"ACC","C-USA",1,0,0,0,0,1,0,0
"02/16/2019",2019,0,1,1647933,"Villanova","Milwaukee","4","7",0,1,"Big East","Horizon",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,1,1647934,"Marshall","George Mason","4","9",0,1,"C-USA","Atlantic 10",0,0,1,0,0,0,0,0
"02/16/2019",2019,0,1,1647935,"UConn","Louisville","2","12",1,0,"Big East","ACC",0,0,0,1,0,0,1,1
"02/16/2019",2019,0,1,1647937,"Ark.-Pine Bluff","Alcorn","9","10",1,0,"SWAC","SWAC",0,0,0,0,0,0,0,0
"02/17/2019",2019,0,1,1647938,"Florida A&M","Ark.-Pine Bluff","1","11",0,1,"MEAC","SWAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,1,1647939,"Seton Hall","Ohio St.","0","6",0,1,"Big East","Big Ten",0,0,0,0,0,1,0,1
"02/16/2019",2019,0,1,1647940,"Michigan","Binghamton","5","4",1,0,"Big Ten","America East",0,0,1,0,0,0,0,0
"02/16/2019",2019,0,1,1647942,"Vanderbilt","Cal St. Fullerton","14","9",0,1,"SEC","Big West",1,0,0,0,0,0,1,1
"02/16/2019",2019,0,1,1647943,"Oregon St.","Gonzaga","9","3",1,0,"Pac-12","WCC",0,1,0,0,0,0,1,1
"02/16/2019",2019,0,1,1647944,"Pepperdine","California","7","5",1,0,"WCC","Pac-12",0,0,0,0,1,0,0,0
"02/16/2019",2019,0,1,1647945,"Sacred Heart","Georgetown","6","5",1,0,"NEC","Big East",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,1,1647946,"NJIT","Eastern Mich.","10","4",0,1,"America East","MAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,1,1647947,"Northwestern","BYU","3","2",1,0,"Big Ten","WCC",0,0,1,0,0,0,0,0
"02/16/2019",2019,1,0,1647948,"Saint Mary's (CA)","Washington St.","14","8",0,1,"WCC","Pac-12",0,0,0,0,1,0,0,0
"02/16/2019",2019,0,1,1647958,"Pittsburgh","Iowa","1","10",0,1,"ACC","Big Ten",1,0,0,0,0,1,0,0
"02/16/2019",2019,0,1,1647960,"Utah","Missouri St.","2","6",0,1,"Pac-12","MVC",0,1,0,0,0,0,0,1
"02/16/2019",2019,0,0,1647968,"Texas Tech","Oregon","12","11",1,0,"Big 12","Pac-12",0,1,0,0,1,0,1,0
"02/16/2019",2019,1,0,1648001,"Austin Peay","Kentucky","5","12",1,0,"OVC","SEC",0,0,0,1,0,0,0,0
"02/16/2019",2019,1,0,1648002,"Belmont","Illinois St.","3","14",1,0,"OVC","MVC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1648003,"Charlotte","Delaware","5","4",1,0,"C-USA","CAA",0,0,1,0,0,0,0,0
"02/16/2019",2019,0,0,1648007,"Central Ark.","Bradley","3","4",0,1,"Southland","MVC",0,0,0,0,0,0,0,0
"02/16/2019",2019,0,0,1648009,"Pacific","Chicago St.","7","2",1,0,"WCC","WAC",0,0,0,0,0,0,0,0
"02/16/2019",2019,1,0,1648011,"Nicholls","Southern Ill.","3","2",1,0,"Southland","MVC",0,0,0,0,0,0,0,0
