"","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"1172",NA,"Coastal Carolina","/teams/574044","818","Sun Belt",1,2024,NA
"1173",NA,"Ga. Southern","/teams/574073","818","Sun Belt",1,2024,NA
"1174",NA,"Georgia St.","/teams/574074","818","Sun Belt",1,2024,NA
"1175",NA,"James Madison","/teams/574097","818","Sun Belt",1,2024,NA
"1176",NA,"Louisiana","/teams/574220","818","Sun Belt",1,2024,NA
"1177",NA,"Marshall","/teams/574116","818","Sun Belt",1,2024,NA
"1178",NA,"Old Dominion","/teams/574170","818","Sun Belt",1,2024,NA
"1179",NA,"South Alabama","/teams/574207","818","Sun Belt",1,2024,NA
"1180",NA,"Southern Miss.","/teams/574216","818","Sun Belt",1,2024,NA
"1181",NA,"Texas St.","/teams/574219","818","Sun Belt",1,2024,NA
"1182",NA,"Troy","/teams/573922","818","Sun Belt",1,2024,NA
"1183",NA,"ULM","/teams/574157","818","Sun Belt",1,2024,NA
"1184",NA,"Charlotte","/teams/574140","823","The American",1,2024,NA
"1185",NA,"East Carolina","/teams/574056","823","The American",1,2024,NA
"1186",NA,"Fla. Atlantic","/teams/574065","823","The American",1,2024,NA
"1187",NA,"Memphis","/teams/574122","823","The American",1,2024,NA
"1188",NA,"Rice","/teams/574187","823","The American",1,2024,NA
"1189",NA,"South Fla.","/teams/574210","823","The American",1,2024,NA
"1190",NA,"Tulane","/teams/573923","823","The American",1,2024,NA
"1191",NA,"UAB","/teams/573999","823","The American",1,2024,NA
"1192",NA,"UTSA","/teams/573919","823","The American",1,2024,NA
"1193",NA,"Wichita St.","/teams/573964","823","The American",1,2024,NA
"1194",NA,"Abilene Christian","/teams/573995","923","WAC",1,2024,NA
"1195",NA,"California Baptist","/teams/573994","923","WAC",1,2024,NA
"1196",NA,"Grand Canyon","/teams/573978","923","WAC",1,2024,NA
"1197",NA,"SFA","/teams/574222","923","WAC",1,2024,NA
"1198",NA,"Sacramento St.","/teams/574029","923","WAC",1,2024,NA
"1199",NA,"Seattle U","/teams/573981","923","WAC",1,2024,NA
"1200",NA,"Tarleton St.","/teams/573910","923","WAC",1,2024,NA
"1201",NA,"UT Arlington","/teams/573917","923","WAC",1,2024,NA
"1202",NA,"UTRGV","/teams/574175","923","WAC",1,2024,NA
"1203",NA,"Utah Tech","/teams/573911","923","WAC",1,2024,NA
"1204",NA,"Utah Valley","/teams/573992","923","WAC",1,2024,NA
"1205",NA,"Gonzaga","/teams/574077","922","WCC",1,2024,NA
"1206",NA,"LMU (CA)","/teams/574112","922","WCC",1,2024,NA
"1207",NA,"Pacific","/teams/574174","922","WCC",1,2024,NA
"1208",NA,"Pepperdine","/teams/574178","922","WCC",1,2024,NA
"1209",NA,"Portland","/teams/574180","922","WCC",1,2024,NA
"1210",NA,"Saint Mary's (CA)","/teams/574196","922","WCC",1,2024,NA
"1211",NA,"San Diego","/teams/574201","922","WCC",1,2024,NA
"1212",NA,"San Francisco","/teams/574202","922","WCC",1,2024,NA
"1213",NA,"Santa Clara","/teams/574204","922","WCC",1,2024,NA
"1214",NA,"Boston College","/teams/596496","821","ACC",1,2025,NA
"1215",NA,"California","/teams/596511","821","ACC",1,2025,NA
"1216",NA,"Clemson","/teams/596523","821","ACC",1,2025,NA
"1217",NA,"Duke","/teams/596708","821","ACC",1,2025,NA
"1218",NA,"Florida St.","/teams/596545","821","ACC",1,2025,NA
"1219",NA,"Georgia Tech","/teams/596553","821","ACC",1,2025,NA
"1220",NA,"Louisville","/teams/596585","821","ACC",1,2025,NA
"1221",NA,"Miami (FL)","/teams/596600","821","ACC",1,2025,NA
"1222",NA,"NC State","/teams/596628","821","ACC",1,2025,NA
"1223",NA,"North Carolina","/teams/596614","821","ACC",1,2025,NA
"1224",NA,"Notre Dame","/teams/596637","821","ACC",1,2025,NA
"1225",NA,"Pittsburgh","/teams/596649","821","ACC",1,2025,NA
"1226",NA,"Stanford","/teams/596688","821","ACC",1,2025,NA
"1227",NA,"Virginia","/teams/596439","821","ACC",1,2025,NA
"1228",NA,"Virginia Tech","/teams/596438","821","ACC",1,2025,NA
"1229",NA,"Wake Forest","/teams/596441","821","ACC",1,2025,NA
"1230",NA,"Austin Peay","/teams/596490","920","ASUN",1,2025,NA
"1231",NA,"Bellarmine","/teams/596693","920","ASUN",1,2025,NA
"1232",NA,"Central Ark.","/teams/596457","920","ASUN",1,2025,NA
"1233",NA,"Eastern Ky.","/teams/596538","920","ASUN",1,2025,NA
"1234",NA,"FGCU","/teams/596473","920","ASUN",1,2025,NA
"1235",NA,"Jacksonville","/teams/596572","920","ASUN",1,2025,NA
"1236",NA,"Lipscomb","/teams/596472","920","ASUN",1,2025,NA
"1237",NA,"North Ala.","/teams/596475","920","ASUN",1,2025,NA
"1238",NA,"North Florida","/teams/596467","920","ASUN",1,2025,NA
"1239",NA,"Queens (NC)","/teams/596696","920","ASUN",1,2025,NA
"1240",NA,"Stetson","/teams/596720","920","ASUN",1,2025,NA
"1241",NA,"West Ga.","/teams/596947","920","ASUN",1,2025,NA
"1242",NA,"Binghamton","/teams/596495","845","America East",1,2025,NA
"1243",NA,"Bryant","/teams/596501","845","America East",1,2025,NA
"1244",NA,"Maine","/teams/596588","845","America East",1,2025,NA
"1245",NA,"NJIT","/teams/596621","845","America East",1,2025,NA
"1246",NA,"UAlbany","/teams/596482","845","America East",1,2025,NA
"1247",NA,"UMBC","/teams/596592","845","America East",1,2025,NA
"1248",NA,"UMass Lowell","/teams/596586","845","America East",1,2025,NA
"1249",NA,"Davidson","/teams/596531","820","Atlantic 10",1,2025,NA
"1250",NA,"Dayton","/teams/596532","820","Atlantic 10",1,2025,NA
"1251",NA,"Fordham","/teams/596547","820","Atlantic 10",1,2025,NA
"1252",NA,"George Mason","/teams/596548","820","Atlantic 10",1,2025,NA
"1253",NA,"George Washington","/teams/596549","820","Atlantic 10",1,2025,NA
"1254",NA,"Massachusetts","/teams/596595","820","Atlantic 10",1,2025,NA
"1255",NA,"Rhode Island","/teams/596656","820","Atlantic 10",1,2025,NA
"1256",NA,"Richmond","/teams/596658","820","Atlantic 10",1,2025,NA
"1257",NA,"Saint Joseph's","/teams/596663","820","Atlantic 10",1,2025,NA
"1258",NA,"Saint Louis","/teams/596664","820","Atlantic 10",1,2025,NA
"1259",NA,"St. Bonaventure","/teams/596662","820","Atlantic 10",1,2025,NA
"1260",NA,"VCU","/teams/596436","820","Atlantic 10",1,2025,NA
"1261",NA,"Arizona","/teams/596706","25354","Big 12",1,2025,NA
"1262",NA,"Arizona St.","/teams/596485","25354","Big 12",1,2025,NA
"1263",NA,"BYU","/teams/596499","25354","Big 12",1,2025,NA
"1264",NA,"Baylor","/teams/596493","25354","Big 12",1,2025,NA
"1265",NA,"Cincinnati","/teams/596521","25354","Big 12",1,2025,NA
"1266",NA,"Houston","/teams/596561","25354","Big 12",1,2025,NA
"1267",NA,"Kansas","/teams/596575","25354","Big 12",1,2025,NA
"1268",NA,"Kansas St.","/teams/596574","25354","Big 12",1,2025,NA
"1269",NA,"Oklahoma St.","/teams/596714","25354","Big 12",1,2025,NA
"1270",NA,"TCU","/teams/596421","25354","Big 12",1,2025,NA
"1271",NA,"Texas Tech","/teams/596423","25354","Big 12",1,2025,NA
"1272",NA,"UCF","/teams/596519","25354","Big 12",1,2025,NA
"1273",NA,"Utah","/teams/596432","25354","Big 12",1,2025,NA
"1274",NA,"West Virginia","/teams/596444","25354","Big 12",1,2025,NA
"1275",NA,"Butler","/teams/596503","30184","Big East",1,2025,NA
"1276",NA,"Creighton","/teams/596529","30184","Big East",1,2025,NA
"1277",NA,"Georgetown","/teams/596550","30184","Big East",1,2025,NA
"1278",NA,"Seton Hall","/teams/596674","30184","Big East",1,2025,NA
"1279",NA,"St. John's (NY)","/teams/596717","30184","Big East",1,2025,NA
"1280",NA,"UConn","/teams/596526","30184","Big East",1,2025,NA
"1281",NA,"Villanova","/teams/596435","30184","Big East",1,2025,NA
"1282",NA,"Xavier","/teams/596454","30184","Big East",1,2025,NA
"1283",NA,"Charleston So.","/teams/596492","826","Big South",1,2025,NA
"1284",NA,"Gardner-Webb","/teams/596461","826","Big South",1,2025,NA
"1285",NA,"High Point","/teams/596705","826","Big South",1,2025,NA
"1286",NA,"Longwood","/teams/596582","826","Big South",1,2025,NA
"1287",NA,"Presbyterian","/teams/596464","826","Big South",1,2025,NA
"1288",NA,"Radford","/teams/596655","826","Big South",1,2025,NA
"1289",NA,"UNC Asheville","/teams/596613","826","Big South",1,2025,NA
"1290",NA,"USC Upstate","/teams/596469","826","Big South",1,2025,NA
"1291",NA,"Winthrop","/teams/596451","826","Big South",1,2025,NA
"1292",NA,"Illinois","/teams/596563","827","Big Ten",1,2025,NA
"1293",NA,"Indiana","/teams/596566","827","Big Ten",1,2025,NA
"1294",NA,"Iowa","/teams/596569","827","Big Ten",1,2025,NA
"1295",NA,"Maryland","/teams/596593","827","Big Ten",1,2025,NA
"1296",NA,"Michigan","/teams/596602","827","Big Ten",1,2025,NA
"1297",NA,"Michigan St.","/teams/596601","827","Big Ten",1,2025,NA
"1298",NA,"Minnesota","/teams/596604","827","Big Ten",1,2025,NA
"1299",NA,"Nebraska","/teams/596712","827","Big Ten",1,2025,NA
"1300",NA,"Northwestern","/teams/596636","827","Big Ten",1,2025,NA
"1301",NA,"Ohio St.","/teams/596639","827","Big Ten",1,2025,NA
"1302",NA,"Oregon","/teams/596644","827","Big Ten",1,2025,NA
"1303",NA,"Penn St.","/teams/596647","827","Big Ten",1,2025,NA
"1304",NA,"Purdue","/teams/596653","827","Big Ten",1,2025,NA
"1305",NA,"Rutgers","/teams/596660","827","Big Ten",1,2025,NA
"1306",NA,"Southern California","/teams/596681","827","Big Ten",1,2025,NA
"1307",NA,"UCLA","/teams/596514","827","Big Ten",1,2025,NA
"1308",NA,"Washington","/teams/596443","827","Big Ten",1,2025,NA
"1309",NA,"CSU Bakersfield","/teams/596505","904","Big West",1,2025,NA
"1310",NA,"CSUN","/teams/596508","904","Big West",1,2025,NA
"1311",NA,"Cal Poly","/teams/596504","904","Big West",1,2025,NA
"1312",NA,"Cal St. Fullerton","/teams/596506","904","Big West",1,2025,NA
"1313",NA,"Hawaii","/teams/596557","904","Big West",1,2025,NA
"1314",NA,"Long Beach St.","/teams/596507","904","Big West",1,2025,NA
"1315",NA,"UC Davis","/teams/596512","904","Big West",1,2025,NA
"1316",NA,"UC Irvine","/teams/596513","904","Big West",1,2025,NA
"1317",NA,"UC Riverside","/teams/596515","904","Big West",1,2025,NA
"1318",NA,"UC San Diego","/teams/596694","904","Big West",1,2025,NA
"1319",NA,"UC Santa Barbara","/teams/596510","904","Big West",1,2025,NA
"1320",NA,"Campbell","/teams/596516","837","CAA",1,2025,NA
"1321",NA,"Col. of Charleston","/teams/596459","837","CAA",1,2025,NA
"1322",NA,"Delaware","/teams/596534","837","CAA",1,2025,NA
"1323",NA,"Elon","/teams/596460","837","CAA",1,2025,NA
"1324",NA,"Hofstra","/teams/596558","837","CAA",1,2025,NA
"1325",NA,"Monmouth","/teams/596609","837","CAA",1,2025,NA
"1326",NA,"N.C. A&T","/teams/596627","837","CAA",1,2025,NA
"1327",NA,"Northeastern","/teams/596631","837","CAA",1,2025,NA
"1328",NA,"Stony Brook","/teams/596690","837","CAA",1,2025,NA
"1329",NA,"Towson","/teams/596428","837","CAA",1,2025,NA
"1330",NA,"UNCW","/teams/596617","837","CAA",1,2025,NA
"1331",NA,"William & Mary","/teams/596450","837","CAA",1,2025,NA
"1332",NA,"DBU","/teams/596703","24312","CUSA",1,2025,NA
"1333",NA,"FIU","/teams/596544","24312","CUSA",1,2025,NA
"1334",NA,"Jacksonville St.","/teams/596571","24312","CUSA",1,2025,NA
"1335",NA,"Kennesaw St.","/teams/596463","24312","CUSA",1,2025,NA
"1336",NA,"Liberty","/teams/596581","24312","CUSA",1,2025,NA
"1337",NA,"Louisiana Tech","/teams/596584","24312","CUSA",1,2025,NA
"1338",NA,"Middle Tenn.","/teams/596603","24312","CUSA",1,2025,NA
"1339",NA,"New Mexico St.","/teams/596622","24312","CUSA",1,2025,NA
"1340",NA,"Sam Houston","/teams/596667","24312","CUSA",1,2025,NA
"1341",NA,"Western Ky.","/teams/596447","24312","CUSA",1,2025,NA
"1342",NA,"Oregon St.","/teams/596643","99000","DI Independent",1,2025,NA
"1343",NA,"Milwaukee","/teams/596452","881","Horizon",1,2025,NA
"1344",NA,"Northern Ky.","/teams/596634","881","Horizon",1,2025,NA
"1345",NA,"Oakland","/teams/596638","881","Horizon",1,2025,NA
"1346",NA,"Purdue Fort Wayne","/teams/596567","881","Horizon",1,2025,NA
"1347",NA,"Wright St.","/teams/596453","881","Horizon",1,2025,NA
"1348",NA,"Youngstown St.","/teams/596456","881","Horizon",1,2025,NA
"1349",NA,"Brown","/teams/596500","865","Ivy League",1,2025,NA
"1350",NA,"Columbia","/teams/596525","865","Ivy League",1,2025,NA
"1351",NA,"Cornell","/teams/596528","865","Ivy League",1,2025,NA
"1352",NA,"Dartmouth","/teams/596530","865","Ivy League",1,2025,NA
"1353",NA,"Harvard","/teams/596556","865","Ivy League",1,2025,NA
"1354",NA,"Penn","/teams/596716","865","Ivy League",1,2025,NA
"1355",NA,"Princeton","/teams/596652","865","Ivy League",1,2025,NA
"1356",NA,"Yale","/teams/596455","865","Ivy League",1,2025,NA
"1357",NA,"Canisius","/teams/596517","871","MAAC",1,2025,NA
"1358",NA,"Fairfield","/teams/596540","871","MAAC",1,2025,NA
"1359",NA,"Iona","/teams/596568","871","MAAC",1,2025,NA
"1360",NA,"Manhattan","/teams/596589","871","MAAC",1,2025,NA
"1361",NA,"Marist","/teams/596590","871","MAAC",1,2025,NA
"1362",NA,"Merrimack","/teams/596458","871","MAAC",1,2025,NA
"1363",NA,"Mount St. Mary's","/teams/596611","871","MAAC",1,2025,NA
"1364",NA,"Niagara","/teams/596625","871","MAAC",1,2025,NA
"1365",NA,"Quinnipiac","/teams/596654","871","MAAC",1,2025,NA
"1366",NA,"Rider","/teams/596659","871","MAAC",1,2025,NA
"1367",NA,"Sacred Heart","/teams/596661","871","MAAC",1,2025,NA
"1368",NA,"Saint Peter's","/teams/596666","871","MAAC",1,2025,NA
"1369",NA,"Siena","/teams/596675","871","MAAC",1,2025,NA
"1370",NA,"Akron","/teams/596419","875","MAC",1,2025,NA
"1371",NA,"Ball St.","/teams/596491","875","MAC",1,2025,NA
"1372",NA,"Bowling Green","/teams/596497","875","MAC",1,2025,NA
"1373",NA,"Central Mich.","/teams/596520","875","MAC",1,2025,NA
"1374",NA,"Eastern Mich.","/teams/596539","875","MAC",1,2025,NA
"1375",NA,"Kent St.","/teams/596576","875","MAC",1,2025,NA
"1376",NA,"Miami (OH)","/teams/596599","875","MAC",1,2025,NA
"1377",NA,"NIU","/teams/596633","875","MAC",1,2025,NA
"1378",NA,"Ohio","/teams/596640","875","MAC",1,2025,NA
"1379",NA,"Toledo","/teams/596427","875","MAC",1,2025,NA
"1380",NA,"Western Mich.","/teams/596448","875","MAC",1,2025,NA
"1381",NA,"Belmont","/teams/596470","884","MVC",1,2025,NA
"1382",NA,"Bradley","/teams/596498","884","MVC",1,2025,NA
"1383",NA,"Evansville","/teams/596709","884","MVC",1,2025,NA
"1384",NA,"Illinois St.","/teams/596562","884","MVC",1,2025,NA
"1385",NA,"Indiana St.","/teams/596565","884","MVC",1,2025,NA
"1386",NA,"Missouri St.","/teams/596685","884","MVC",1,2025,NA
"1387",NA,"Murray St.","/teams/596612","884","MVC",1,2025,NA
"1388",NA,"Southern Ill.","/teams/596682","884","MVC",1,2025,NA
"1389",NA,"UIC","/teams/596564","884","MVC",1,2025,NA
"1390",NA,"Valparaiso","/teams/596433","884","MVC",1,2025,NA
"1391",NA,"Air Force","/teams/596430","5486","Mountain West",1,2025,NA
"1392",NA,"Fresno St.","/teams/596707","5486","Mountain West",1,2025,NA
"1393",NA,"Nevada","/teams/596620","5486","Mountain West",1,2025,NA
"1394",NA,"New Mexico","/teams/596623","5486","Mountain West",1,2025,NA
"1395",NA,"San Diego St.","/teams/596669","5486","Mountain West",1,2025,NA
"1396",NA,"San Jose St.","/teams/596672","5486","Mountain West",1,2025,NA
"1397",NA,"UNLV","/teams/596619","5486","Mountain West",1,2025,NA
"1398",NA,"Washington St.","/teams/596442","5486","Mountain West",1,2025,NA
"1399",NA,"Central Conn. St.","/teams/596518","846","NEC",1,2025,NA
"1400",NA,"Coppin St.","/teams/596527","846","NEC",1,2025,NA
"1401",NA,"Delaware St.","/teams/596533","846","NEC",1,2025,NA
"1402",NA,"FDU","/teams/596541","846","NEC",1,2025,NA
"1403",NA,"LIU","/teams/596711","846","NEC",1,2025,NA
"1404",NA,"Le Moyne","/teams/596699","846","NEC",1,2025,NA
"1405",NA,"Mercyhurst","/teams/596906","846","NEC",1,2025,NA
"1406",NA,"Norfolk St.","/teams/596626","846","NEC",1,2025,NA
"1407",NA,"Stonehill","/teams/596698","846","NEC",1,2025,NA
"1408",NA,"UMES","/teams/596594","846","NEC",1,2025,NA
"1409",NA,"Wagner","/teams/596440","846","NEC",1,2025,NA
"1410",NA,"Eastern Ill.","/teams/596537","902","OVC",1,2025,NA
"1411",NA,"Lindenwood","/teams/596695","902","OVC",1,2025,NA
"1412",NA,"Little Rock","/teams/596488","902","OVC",1,2025,NA
"1413",NA,"Morehead St.","/teams/596610","902","OVC",1,2025,NA
"1414",NA,"SIUE","/teams/596683","902","OVC",1,2025,NA
"1415",NA,"Southeast Mo. St.","/teams/596718","902","OVC",1,2025,NA
"1416",NA,"Southern Ind.","/teams/596697","902","OVC",1,2025,NA
"1417",NA,"Tennessee Tech","/teams/596691","902","OVC",1,2025,NA
"1418",NA,"UT Martin","/teams/596692","902","OVC",1,2025,NA
"1419",NA,"Western Ill.","/teams/596446","902","OVC",1,2025,NA
"1420",NA,"Army West Point","/teams/596702","838","Patriot",1,2025,NA
"1421",NA,"Bucknell","/teams/596502","838","Patriot",1,2025,NA
"1422",NA,"Holy Cross","/teams/596559","838","Patriot",1,2025,NA
"1423",NA,"Lafayette","/teams/596578","838","Patriot",1,2025,NA
"1424",NA,"Lehigh","/teams/596580","838","Patriot",1,2025,NA
"1425",NA,"Navy","/teams/596431","838","Patriot",1,2025,NA
"1426",NA,"Alabama","/teams/596480","911","SEC",1,2025,NA
"1427",NA,"Arkansas","/teams/596487","911","SEC",1,2025,NA
"1428",NA,"Auburn","/teams/596489","911","SEC",1,2025,NA
"1429",NA,"Florida","/teams/596546","911","SEC",1,2025,NA
"1430",NA,"Georgia","/teams/596554","911","SEC",1,2025,NA
"1431",NA,"Kentucky","/teams/596577","911","SEC",1,2025,NA
"1432",NA,"LSU","/teams/596583","911","SEC",1,2025,NA
"1433",NA,"Mississippi St.","/teams/596605","911","SEC",1,2025,NA
"1434",NA,"Missouri","/teams/596608","911","SEC",1,2025,NA
"1435",NA,"Oklahoma","/teams/596641","911","SEC",1,2025,NA
"1436",NA,"Ole Miss","/teams/596607","911","SEC",1,2025,NA
"1437",NA,"South Carolina","/teams/596677","911","SEC",1,2025,NA
"1438",NA,"Tennessee","/teams/596721","911","SEC",1,2025,NA
"1439",NA,"Texas","/teams/596425","911","SEC",1,2025,NA
"1440",NA,"Texas A&M","/teams/596420","911","SEC",1,2025,NA
"1441",NA,"Vanderbilt","/teams/596434","911","SEC",1,2025,NA
"1442",NA,"Alabama A&M","/teams/596478","916","SWAC",1,2025,NA
"1443",NA,"Alabama St.","/teams/596479","916","SWAC",1,2025,NA
"1444",NA,"Alcorn","/teams/596483","916","SWAC",1,2025,NA
"1445",NA,"Ark.-Pine Bluff","/teams/596466","916","SWAC",1,2025,NA
"1446",NA,"Bethune-Cookman","/teams/596494","916","SWAC",1,2025,NA
"1447",NA,"Florida A&M","/teams/596542","916","SWAC",1,2025,NA
"1448",NA,"Grambling","/teams/596710","916","SWAC",1,2025,NA
"1449",NA,"Jackson St.","/teams/596570","916","SWAC",1,2025,NA
"1450",NA,"Mississippi Val.","/teams/596606","916","SWAC",1,2025,NA
"1451",NA,"Prairie View","/teams/596651","916","SWAC",1,2025,NA
"1452",NA,"Southern U.","/teams/596684","916","SWAC",1,2025,NA
"1453",NA,"Texas Southern","/teams/596422","916","SWAC",1,2025,NA
"1454",NA,"ETSU","/teams/596536","912","SoCon",1,2025,NA
"1455",NA,"Mercer","/teams/596598","912","SoCon",1,2025,NA
"1456",NA,"Samford","/teams/596668","912","SoCon",1,2025,NA
"1457",NA,"The Citadel","/teams/596522","912","SoCon",1,2025,NA
"1458",NA,"UNC Greensboro","/teams/596616","912","SoCon",1,2025,NA
"1459",NA,"VMI","/teams/596437","912","SoCon",1,2025,NA
"1460",NA,"Western Caro.","/teams/596445","912","SoCon",1,2025,NA
"1461",NA,"Wofford","/teams/596704","912","SoCon",1,2025,NA
"1462",NA,"A&M-Corpus Christi","/teams/596471","914","Southland",1,2025,NA
"1463",NA,"Houston Christian","/teams/596560","914","Southland",1,2025,NA
"1464",NA,"Lamar University","/teams/596579","914","Southland",1,2025,NA
"1465",NA,"McNeese","/teams/596596","914","Southland",1,2025,NA
"1466",NA,"New Orleans","/teams/596624","914","Southland",1,2025,NA
"1467",NA,"Nicholls","/teams/596713","914","Southland",1,2025,NA
"1468",NA,"Northwestern St.","/teams/596635","914","Southland",1,2025,NA
"1469",NA,"SFA","/teams/596689","914","Southland",1,2025,NA
"1470",NA,"Southeastern La.","/teams/596680","914","Southland",1,2025,NA
"1471",NA,"UIW","/teams/596468","914","Southland",1,2025,NA
"1472",NA,"UTRGV","/teams/596646","914","Southland",1,2025,NA
"1473",NA,"North Dakota St.","/teams/596629","819","Summit League",1,2025,NA
"1474",NA,"Northern Colo.","/teams/596632","819","Summit League",1,2025,NA
"1475",NA,"Omaha","/teams/596618","819","Summit League",1,2025,NA
"1476",NA,"Oral Roberts","/teams/596715","819","Summit League",1,2025,NA
"1477",NA,"South Dakota St.","/teams/596678","819","Summit League",1,2025,NA
"1478",NA,"St. Thomas (MN)","/teams/596417","819","Summit League",1,2025,NA
"1479",NA,"App State","/teams/596484","818","Sun Belt",1,2025,NA
"1480",NA,"Arkansas St.","/teams/596486","818","Sun Belt",1,2025,NA
"1481",NA,"Coastal Carolina","/teams/596524","818","Sun Belt",1,2025,NA
"1482",NA,"Ga. Southern","/teams/596551","818","Sun Belt",1,2025,NA
"1483",NA,"Georgia St.","/teams/596552","818","Sun Belt",1,2025,NA
"1484",NA,"James Madison","/teams/596573","818","Sun Belt",1,2025,NA
"1485",NA,"Louisiana","/teams/596687","818","Sun Belt",1,2025,NA
"1486",NA,"Marshall","/teams/596591","818","Sun Belt",1,2025,NA
"1487",NA,"Old Dominion","/teams/596642","818","Sun Belt",1,2025,NA
"1488",NA,"South Alabama","/teams/596676","818","Sun Belt",1,2025,NA
"1489",NA,"Southern Miss.","/teams/596719","818","Sun Belt",1,2025,NA
"1490",NA,"Texas St.","/teams/596686","818","Sun Belt",1,2025,NA
"1491",NA,"Troy","/teams/596429","818","Sun Belt",1,2025,NA
"1492",NA,"ULM","/teams/596630","818","Sun Belt",1,2025,NA
"1493",NA,"Charlotte","/teams/596615","823","The American",1,2025,NA
"1494",NA,"East Carolina","/teams/596535","823","The American",1,2025,NA
"1495",NA,"Fla. Atlantic","/teams/596543","823","The American",1,2025,NA
"1496",NA,"Memphis","/teams/596597","823","The American",1,2025,NA
"1497",NA,"Rice","/teams/596657","823","The American",1,2025,NA
"1498",NA,"South Fla.","/teams/596679","823","The American",1,2025,NA
"1499",NA,"Tulane","/teams/596701","823","The American",1,2025,NA
"1500",NA,"UAB","/teams/596481","823","The American",1,2025,NA
"1501",NA,"UTSA","/teams/596426","823","The American",1,2025,NA
"1502",NA,"Wichita St.","/teams/596449","823","The American",1,2025,NA
"1503",NA,"Abilene Christian","/teams/596477","923","WAC",1,2025,NA
"1504",NA,"California Baptist","/teams/596476","923","WAC",1,2025,NA
"1505",NA,"Grand Canyon","/teams/596462","923","WAC",1,2025,NA
"1506",NA,"Sacramento St.","/teams/596509","923","WAC",1,2025,NA
"1507",NA,"Seattle U","/teams/596465","923","WAC",1,2025,NA
"1508",NA,"Tarleton St.","/teams/596700","923","WAC",1,2025,NA
"1509",NA,"UT Arlington","/teams/596424","923","WAC",1,2025,NA
"1510",NA,"Utah Tech","/teams/596418","923","WAC",1,2025,NA
"1511",NA,"Utah Valley","/teams/596474","923","WAC",1,2025,NA
"1512",NA,"Gonzaga","/teams/596555","922","WCC",1,2025,NA
"1513",NA,"LMU (CA)","/teams/596587","922","WCC",1,2025,NA
"1514",NA,"Pacific","/teams/596645","922","WCC",1,2025,NA
"1515",NA,"Pepperdine","/teams/596648","922","WCC",1,2025,NA
"1516",NA,"Portland","/teams/596650","922","WCC",1,2025,NA
"1517",NA,"Saint Mary's (CA)","/teams/596665","922","WCC",1,2025,NA
"1518",NA,"San Diego","/teams/596670","922","WCC",1,2025,NA
"1519",NA,"San Francisco","/teams/596671","922","WCC",1,2025,NA
"1520",NA,"Santa Clara","/teams/596673","922","WCC",1,2025,NA
