"team_name","conference_id","team_url","division","year","team_id","conference","season_id"
"Iowa","827","/teams/526437",1,2022,312,"Big Ten",15860
"Maryland","827","/teams/526463",1,2022,392,"Big Ten",15860
"Michigan","827","/teams/526472",1,2022,418,"Big Ten",15860
"Michigan St.","827","/teams/526471",1,2022,416,"Big Ten",15860
"Michigan St.","827","/teams/526471",1,2022,416,"Big Ten",15860
"Minnesota","827","/teams/526474",1,2022,428,"Big Ten",15860
"Nebraska","827","/teams/526488",1,2022,463,"Big Ten",15860
"Northwestern","827","/teams/526509",1,2022,509,"Big Ten",15860
"Ohio St.","827","/teams/526512",1,2022,518,"Big Ten",15860
"Ohio St.","827","/teams/526512",1,2022,518,"Big Ten",15860
"Penn St.","827","/teams/526522",1,2022,539,"Big Ten",15860
"Penn St.","827","/teams/526522",1,2022,539,"Big Ten",15860
"Purdue","827","/teams/526529",1,2022,559,"Big Ten",15860
"Rutgers","827","/teams/526536",1,2022,587,"Big Ten",15860
"CSU Bakersfield","904","/teams/526368",1,2022,94,"Big West",15860
"CSUN","904","/teams/526372",1,2022,101,"Big West",15860
"Cal Poly","904","/teams/526367",1,2022,90,"Big West",15860
"Cal St. Fullerton","904","/teams/526370",1,2022,97,"Big West",15860
"Hawaii","904","/teams/526425",1,2022,277,"Big West",15860
"Long Beach St.","904","/teams/526371",1,2022,99,"Big West",15860
"UC Davis","904","/teams/526376",1,2022,108,"Big West",15860
"UC Irvine","904","/teams/526377",1,2022,109,"Big West",15860
"UC Riverside","904","/teams/526379",1,2022,111,"Big West",15860
"UC San Diego","904","/teams/526575",1,2022,112,"Big West",15860
"UC San Diego","904","/teams/526575",1,2022,112,"Big West",15860
"UC Santa Barbara","904","/teams/526374",1,2022,104,"Big West",15860
"Col. of Charleston","837","/teams/526318",1,2022,1014,"CAA",15860
"Delaware","837","/teams/526398",1,2022,180,"CAA",15860
"Elon","837","/teams/526320",1,2022,1068,"CAA",15860
"Hofstra","837","/teams/526426",1,2022,283,"CAA",15860
"James Madison","837","/teams/526441",1,2022,317,"CAA",15860
"Northeastern","837","/teams/526504",1,2022,500,"CAA",15860
"Towson","837","/teams/526285",1,2022,711,"CAA",15860
"UNCW","837","/teams/526487",1,2022,460,"CAA",15860
"William & Mary","837","/teams/526309",1,2022,786,"CAA",15860
"Charlotte","24312","/teams/526485",1,2022,458,"C-USA",15860
"FIU","24312","/teams/526410",1,2022,231,"C-USA",15860
"Fla. Atlantic","24312","/teams/526409",1,2022,229,"C-USA",15860
"Louisiana Tech","24312","/teams/526454",1,2022,366,"C-USA",15860
"Louisiana Tech","24312","/teams/526454",1,2022,366,"C-USA",15860
"Marshall","24312","/teams/526461",1,2022,388,"C-USA",15860
"Middle Tenn.","24312","/teams/526473",1,2022,419,"C-USA",15860
"Old Dominion","24312","/teams/526516",1,2022,523,"C-USA",15860
"Rice","24312","/teams/526533",1,2022,574,"C-USA",15860
"Southern Miss.","24312","/teams/526562",1,2022,664,"C-USA",15860
"UAB","24312","/teams/526343",1,2022,9,"C-USA",15860
"UTSA","24312","/teams/526283",1,2022,706,"C-USA",15860
"Western Ky.","24312","/teams/526306",1,2022,772,"C-USA",15860
"Milwaukee","881","/teams/526311",1,2022,797,"Horizon",15860
"Northern Ky.","881","/teams/526507",1,2022,505,"Horizon",15860
"Oakland","881","/teams/526511",1,2022,514,"Horizon",15860
"Purdue Fort Wayne","881","/teams/526435",1,2022,308,"Horizon",15860
"Purdue Fort Wayne","881","/teams/526435",1,2022,308,"Horizon",15860
"UIC","881","/teams/526432",1,2022,302,"Horizon",15860
"Wright St.","881","/teams/526312",1,2022,810,"Horizon",15860
"Youngstown St.","881","/teams/526315",1,2022,817,"Horizon",15860
"Brown","865","/teams/526363",1,2022,80,"Ivy League",15860
"Columbia","865","/teams/526389",1,2022,158,"Ivy League",15860
"Cornell","865","/teams/526392",1,2022,167,"Ivy League",15860
"Dartmouth","865","/teams/526394",1,2022,172,"Ivy League",15860
"Harvard","865","/teams/526424",1,2022,275,"Ivy League",15860
"Penn","865","/teams/526523",1,2022,540,"Ivy League",15860
"Princeton","865","/teams/526528",1,2022,554,"Ivy League",15860
"Yale","865","/teams/526314",1,2022,813,"Ivy League",15860
"Canisius","871","/teams/526381",1,2022,116,"MAAC",15860
"Fairfield","871","/teams/526406",1,2022,220,"MAAC",15860
"Iona","871","/teams/526436",1,2022,310,"MAAC",15860
"Manhattan","871","/teams/526459",1,2022,381,"MAAC",15860
"Marist","871","/teams/526460",1,2022,386,"MAAC",15860
"Monmouth","871","/teams/526479",1,2022,439,"MAAC",15860
"Niagara","871","/teams/526496",1,2022,482,"MAAC",15860
"Quinnipiac","871","/teams/526530",1,2022,562,"MAAC",15860
"Rider","871","/teams/526535",1,2022,576,"MAAC",15860
"Saint Peter's","871","/teams/526543",1,2022,617,"MAAC",15860
"Siena","871","/teams/526552",1,2022,639,"MAAC",15860
"Akron","875","/teams/526276",1,2022,5,"MAC",15860
"Ball St.","875","/teams/526354",1,2022,47,"MAC",15860
"Bowling Green","875","/teams/526360",1,2022,71,"MAC",15860
"Central Mich.","875","/teams/526384",1,2022,129,"MAC",15860
"Eastern Mich.","875","/teams/526404",1,2022,204,"MAC",15860
"Kent St.","875","/teams/526444",1,2022,331,"MAC",15860
"Miami (OH)","875","/teams/526469",1,2022,414,"MAC",15860
"NIU","875","/teams/526506",1,2022,503,"MAC",15860
"Ohio","875","/teams/526513",1,2022,519,"MAC",15860
"Toledo","875","/teams/526284",1,2022,709,"MAC",15860
"Western Mich.","875","/teams/526307",1,2022,774,"MAC",15860
"Coppin St.","876","/teams/526391",1,2022,165,"MEAC",15860
"Delaware St.","876","/teams/526397",1,2022,178,"MEAC",15860
"Delaware St.","876","/teams/526397",1,2022,178,"MEAC",15860
"Norfolk St.","876","/teams/526498",1,2022,485,"MEAC",15860
"UMES","876","/teams/526464",1,2022,393,"MEAC",15860
"Bradley","884","/teams/526361",1,2022,72,"MVC",15860
"DBU","884","/teams/526319",1,2022,1045,"MVC",15860
"Evansville","884","/teams/526405",1,2022,219,"MVC",15860
"Illinois St.","884","/teams/526430",1,2022,299,"MVC",15860
"Illinois St.","884","/teams/526430",1,2022,299,"MVC",15860
"Indiana St.","884","/teams/526433",1,2022,305,"MVC",15860
"Indiana St.","884","/teams/526433",1,2022,305,"MVC",15860
"Missouri St.","884","/teams/526564",1,2022,669,"MVC",15860
"Missouri St.","884","/teams/526564",1,2022,669,"MVC",15860
"Southern Ill.","884","/teams/526560",1,2022,659,"MVC",15860
"Valparaiso","884","/teams/526292",1,2022,735,"MVC",15860
"Air Force","5486","/teams/526288",1,2022,721,"Mountain West",15860
"Fresno St.","5486","/teams/526369",1,2022,96,"Mountain West",15860
"Nevada","5486","/teams/526491",1,2022,466,"Mountain West",15860
"New Mexico","5486","/teams/526494",1,2022,473,"Mountain West",15860
"San Diego St.","5486","/teams/526546",1,2022,626,"Mountain West",15860
"San Diego St.","5486","/teams/526546",1,2022,626,"Mountain West",15860
"San Jose St.","5486","/teams/526549",1,2022,630,"Mountain West",15860
"UNLV","5486","/teams/526490",1,2022,465,"Mountain West",15860
"Bryant","846","/teams/526364",1,2022,81,"NEC",15860
"Central Conn. St.","846","/teams/526382",1,2022,127,"NEC",15860
"FDU","846","/teams/526407",1,2022,222,"NEC",15860
"LIU","846","/teams/526451",1,2022,361,"NEC",15860
"Merrimack","846","/teams/526317",1,2022,410,"NEC",15860
"Mount St. Mary's","846","/teams/526481",1,2022,450,"NEC",15860
"Sacred Heart","846","/teams/526537",1,2022,590,"NEC",15860
"Wagner","846","/teams/526299",1,2022,748,"NEC",15860
"Austin Peay","902","/teams/526353",1,2022,43,"OVC",15860
"Belmont","902","/teams/526331",1,2022,14927,"OVC",15860
"Eastern Ill.","902","/teams/526402",1,2022,201,"OVC",15860
"Morehead St.","902","/teams/526480",1,2022,444,"OVC",15860
"Murray St.","902","/teams/526482",1,2022,454,"OVC",15860
"SIUE","902","/teams/526561",1,2022,660,"OVC",15860
"Southeast Mo. St.","902","/teams/526557",1,2022,654,"OVC",15860
"Tennessee Tech","902","/teams/526571",1,2022,692,"OVC",15860
"Tennessee Tech","902","/teams/526571",1,2022,692,"OVC",15860
"UT Martin","902","/teams/526573",1,2022,695,"OVC",15860
"Arizona","905","/teams/526348",1,2022,29,"Pac-12",15860
"Arizona St.","905","/teams/526347",1,2022,28,"Pac-12",15860
"Arizona St.","905","/teams/526347",1,2022,28,"Pac-12",15860
"California","905","/teams/526375",1,2022,107,"Pac-12",15860
"Oregon","905","/teams/526519",1,2022,529,"Pac-12",15860
"Oregon St.","905","/teams/526518",1,2022,528,"Pac-12",15860
"Oregon St.","905","/teams/526518",1,2022,528,"Pac-12",15860
"Southern California","905","/teams/526559",1,2022,657,"Pac-12",15860
"Southern California","905","/teams/526559",1,2022,657,"Pac-12",15860
"Stanford","905","/teams/526567",1,2022,674,"Pac-12",15860
"UCLA","905","/teams/526378",1,2022,110,"Pac-12",15860
"Utah","905","/teams/526291",1,2022,732,"Pac-12",15860
"Washington","905","/teams/526302",1,2022,756,"Pac-12",15860
"Washington St.","905","/teams/526301",1,2022,754,"Pac-12",15860
"Washington St.","905","/teams/526301",1,2022,754,"Pac-12",15860
"Army West Point","838","/teams/526289",1,2022,725,"Patriot",15860
"Bucknell","838","/teams/526365",1,2022,83,"Patriot",15860
"Holy Cross","838","/teams/526427",1,2022,285,"Patriot",15860
"Lafayette","838","/teams/526447",1,2022,342,"Patriot",15860
"Lehigh","838","/teams/526449",1,2022,352,"Patriot",15860
"Navy","838","/teams/526290",1,2022,726,"Patriot",15860
"Alabama","911","/teams/526342",1,2022,8,"SEC",15860
"Arkansas","911","/teams/526350",1,2022,31,"SEC",15860
"Auburn","911","/teams/526352",1,2022,37,"SEC",15860
"Florida","911","/teams/526412",1,2022,235,"SEC",15860
"Georgia","911","/teams/526420",1,2022,257,"SEC",15860
"Kentucky","911","/teams/526445",1,2022,334,"SEC",15860
"LSU","911","/teams/526453",1,2022,365,"SEC",15860
"Mississippi St.","911","/teams/526475",1,2022,430,"SEC",15860
"Missouri","911","/teams/526478",1,2022,434,"SEC",15860
"Ole Miss","911","/teams/526477",1,2022,433,"SEC",15860
"South Carolina","911","/teams/526554",1,2022,648,"SEC",15860
"Tennessee","911","/teams/526572",1,2022,694,"SEC",15860
"Texas A&M","911","/teams/526277",1,2022,697,"SEC",15860
"Texas A&M","911","/teams/526277",1,2022,697,"SEC",15860
"Vanderbilt","911","/teams/526293",1,2022,736,"SEC",15860
"Alabama A&M","916","/teams/526340",1,2022,6,"SWAC",15860
"Alabama A&M","916","/teams/526340",1,2022,6,"SWAC",15860
"Alabama St.","916","/teams/526341",1,2022,7,"SWAC",15860
"Alabama St.","916","/teams/526341",1,2022,7,"SWAC",15860
"Alcorn","916","/teams/526345",1,2022,17,"SWAC",15860
"Ark.-Pine Bluff","916","/teams/526326",1,2022,2678,"SWAC",15860
"Bethune-Cookman","916","/teams/526357",1,2022,61,"SWAC",15860
"Florida A&M","916","/teams/526408",1,2022,228,"SWAC",15860
"Florida A&M","916","/teams/526408",1,2022,228,"SWAC",15860
"Grambling","916","/teams/526422",1,2022,261,"SWAC",15860
"Jackson St.","916","/teams/526438",1,2022,314,"SWAC",15860
"Mississippi Val.","916","/teams/526476",1,2022,432,"SWAC",15860
"Prairie View","916","/teams/526527",1,2022,553,"SWAC",15860
"Southern U.","916","/teams/526563",1,2022,665,"SWAC",15860
"Texas Southern","916","/teams/526279",1,2022,699,"SWAC",15860
"Texas Southern","916","/teams/526279",1,2022,699,"SWAC",15860
"ETSU","912","/teams/526401",1,2022,198,"SoCon",15860
"Mercer","912","/teams/526468",1,2022,406,"SoCon",15860
"Samford","912","/teams/526545",1,2022,625,"SoCon",15860
"The Citadel","912","/teams/526386",1,2022,141,"SoCon",15860
"UNC Greensboro","912","/teams/526486",1,2022,459,"SoCon",15860
"VMI","912","/teams/526296",1,2022,741,"SoCon",15860
"Western Caro.","912","/teams/526304",1,2022,769,"SoCon",15860
"Wofford","912","/teams/526329",1,2022,2915,"SoCon",15860
"A&M-Corpus Christi","914","/teams/526333",1,2022,26172,"Southland",15860
"Houston Christian","914","/teams/526428",1,2022,287,"Southland",15860
"Houston Christian","914","/teams/526428",1,2022,287,"Southland",15860
"McNeese","914","/teams/526466",1,2022,402,"Southland",15860
"New Orleans","914","/teams/526495",1,2022,474,"Southland",15860
"Nicholls","914","/teams/526497",1,2022,483,"Southland",15860
"Northwestern St.","914","/teams/526508",1,2022,508,"Southland",15860
"Northwestern St.","914","/teams/526508",1,2022,508,"Southland",15860
"Southeastern La.","914","/teams/526558",1,2022,655,"Southland",15860
"UIW","914","/teams/526328",1,2022,2743,"Southland",15860
"North Dakota St.","819","/teams/526502",1,2022,493,"Summit League",15860
"Northern Colo.","819","/teams/526505",1,2022,502,"Summit League",15860
"Omaha","819","/teams/526489",1,2022,464,"Summit League",15860
"Oral Roberts","819","/teams/526517",1,2022,527,"Summit League",15860
"South Dakota St.","819","/teams/526555",1,2022,649,"Summit League",15860
"St. Thomas (MN)","819","/teams/526895",1,2022,620,"Summit League",15860
"Western Ill.","819","/teams/526305",1,2022,771,"Summit League",15860
"App State","818","/teams/526346",1,2022,27,"Sun Belt",15860
"Arkansas St.","818","/teams/526349",1,2022,30,"Sun Belt",15860
"Arkansas St.","818","/teams/526349",1,2022,30,"Sun Belt",15860
"Coastal Carolina","818","/teams/526388",1,2022,149,"Sun Belt",15860
"Ga. Southern","818","/teams/526417",1,2022,253,"Sun Belt",15860
"Georgia St.","818","/teams/526418",1,2022,254,"Sun Belt",15860
"Georgia St.","818","/teams/526418",1,2022,254,"Sun Belt",15860
"Little Rock","818","/teams/526351",1,2022,32,"Sun Belt",15860
"Louisiana","818","/teams/526566",1,2022,671,"Sun Belt",15860
"South Alabama","818","/teams/526553",1,2022,646,"Sun Belt",15860
"South Alabama","818","/teams/526553",1,2022,646,"Sun Belt",15860
"Texas St.","818","/teams/526565",1,2022,670,"Sun Belt",15860
"Texas St.","818","/teams/526565",1,2022,670,"Sun Belt",15860
"Troy","818","/teams/526286",1,2022,716,"Sun Belt",15860
"ULM","818","/teams/526503",1,2022,498,"Sun Belt",15860
"UT Arlington","818","/teams/526281",1,2022,702,"Sun Belt",15860
"Cincinnati","823","/teams/526385",1,2022,140,"AAC",15860
"East Carolina","823","/teams/526400",1,2022,196,"AAC",15860
"Houston","823","/teams/526429",1,2022,288,"AAC",15860
"Memphis","823","/teams/526467",1,2022,404,"AAC",15860
"South Fla.","823","/teams/526556",1,2022,651,"AAC",15860
"Tulane","823","/teams/526287",1,2022,718,"AAC",15860
"UCF","823","/teams/526383",1,2022,128,"AAC",15860
"Wichita St.","823","/teams/526308",1,2022,782,"AAC",15860
"Abilene Christian","923","/teams/526339",1,2022,2,"WAC",15860
"California Baptist","923","/teams/526338",1,2022,30135,"WAC",15860
"California Baptist","923","/teams/526338",1,2022,30135,"WAC",15860
"Grand Canyon","923","/teams/526322",1,2022,1104,"WAC",15860
"Lamar University","923","/teams/526448",1,2022,346,"WAC",15860
"New Mexico St.","923","/teams/526493",1,2022,472,"WAC",15860
"New Mexico St.","923","/teams/526493",1,2022,472,"WAC",15860
"SFA","923","/teams/526568",1,2022,676,"WAC",15860
"Sacramento St.","923","/teams/526373",1,2022,102,"WAC",15860
"Sam Houston","923","/teams/526544",1,2022,624,"WAC",15860
"Sam Houston","923","/teams/526544",1,2022,624,"WAC",15860
"Seattle U","923","/teams/526325",1,2022,1356,"WAC",15860
"Tarleton St.","923","/teams/526274",1,2022,1395,"WAC",15860
"UTRGV","923","/teams/526521",1,2022,536,"WAC",15860
"Utah Tech","923","/teams/526275",1,2022,30095,"WAC",15860
"Utah Tech","923","/teams/526275",1,2022,30095,"WAC",15860
"Utah Valley","923","/teams/526336",1,2022,30024,"WAC",15860
"Utah Valley","923","/teams/526336",1,2022,30024,"WAC",15860
"BYU","922","/teams/526362",1,2022,77,"WCC",15860
"Gonzaga","922","/teams/526421",1,2022,260,"WCC",15860
"LMU (CA)","922","/teams/526457",1,2022,370,"WCC",15860
"Pacific","922","/teams/526520",1,2022,534,"WCC",15860
"Pepperdine","922","/teams/526524",1,2022,541,"WCC",15860
"Portland","922","/teams/526526",1,2022,551,"WCC",15860
"Saint Mary's (CA)","922","/teams/526542",1,2022,610,"WCC",15860
"San Diego","922","/teams/526547",1,2022,627,"WCC",15860
"San Francisco","922","/teams/526548",1,2022,629,"WCC",15860
"Santa Clara","922","/teams/526550",1,2022,631,"WCC",15860
"Boston College","821","/teams/548094",1,2023,67,"ACC",16340
"Clemson","821","/teams/548122",1,2023,147,"ACC",16340
"Duke","821","/teams/548134",1,2023,193,"ACC",16340
"Florida St.","821","/teams/548146",1,2023,234,"ACC",16340
"Florida St.","821","/teams/548146",1,2023,234,"ACC",16340
"Georgia Tech","821","/teams/548154",1,2023,255,"ACC",16340
"Georgia Tech","821","/teams/548154",1,2023,255,"ACC",16340
"Louisville","821","/teams/548189",1,2023,367,"ACC",16340
"Miami (FL)","821","/teams/548204",1,2023,415,"ACC",16340
"NC State","821","/teams/548234",1,2023,490,"ACC",16340
"North Carolina","821","/teams/548218",1,2023,457,"ACC",16340
"Notre Dame","821","/teams/548243",1,2023,513,"ACC",16340
"Pittsburgh","821","/teams/548258",1,2023,545,"ACC",16340
"Virginia","821","/teams/548019",1,2023,746,"ACC",16340
"Virginia Tech","821","/teams/548006",1,2023,742,"ACC",16340
"Virginia Tech","821","/teams/548006",1,2023,742,"ACC",16340
"Wake Forest","821","/teams/548035",1,2023,749,"ACC",16340
"Austin Peay","920","/teams/548088",1,2023,43,"ASUN",16340
"Bellarmine","920","/teams/548307",1,2023,52,"ASUN",16340
"Central Ark.","920","/teams/548051",1,2023,1004,"ASUN",16340
"Eastern Ky.","920","/teams/548138",1,2023,202,"ASUN",16340
"FGCU","920","/teams/548070",1,2023,28755,"ASUN",16340
"Jacksonville","920","/teams/548175",1,2023,316,"ASUN",16340
"Jacksonville St.","920","/teams/548174",1,2023,315,"ASUN",16340
"Jacksonville St.","920","/teams/548174",1,2023,315,"ASUN",16340
"Kennesaw St.","920","/teams/548058",1,2023,1157,"ASUN",16340
"Liberty","920","/teams/548184",1,2023,355,"ASUN",16340
"Lipscomb","920","/teams/548069",1,2023,28600,"ASUN",16340
"North Ala.","920","/teams/548072",1,2023,487,"ASUN",16340
"North Florida","920","/teams/548062",1,2023,2711,"ASUN",16340
"North Florida","920","/teams/548062",1,2023,2711,"ASUN",16340
"Queens (NC)","920","/teams/548435",1,2023,11504,"ASUN",16340
"Stetson","920","/teams/548302",1,2023,678,"ASUN",16340
"Binghamton","845","/teams/548093",1,2023,62,"America East",16340
"Bryant","845","/teams/548099",1,2023,81,"America East",16340
"Maine","845","/teams/548192",1,2023,380,"America East",16340
"NJIT","845","/teams/548226",1,2023,471,"America East",16340
"UAlbany","845","/teams/548079",1,2023,14,"America East",16340
"UMBC","845","/teams/548196",1,2023,391,"America East",16340
"UMass Lowell","845","/teams/548190",1,2023,368,"America East",16340
"Davidson","820","/teams/548130",1,2023,173,"Atlantic 10",16340
"Dayton","820","/teams/548131",1,2023,175,"Atlantic 10",16340
"Fordham","820","/teams/548148",1,2023,236,"Atlantic 10",16340
"George Mason","820","/teams/548149",1,2023,248,"Atlantic 10",16340
"George Washington","820","/teams/548150",1,2023,249,"Atlantic 10",16340
"George Washington","820","/teams/548150",1,2023,249,"Atlantic 10",16340
"Massachusetts","820","/teams/548199",1,2023,400,"Atlantic 10",16340
"Rhode Island","820","/teams/548265",1,2023,572,"Atlantic 10",16340
"Richmond","820","/teams/548267",1,2023,575,"Atlantic 10",16340
"Saint Joseph's","820","/teams/548273",1,2023,606,"Atlantic 10",16340
"Saint Louis","820","/teams/548274",1,2023,609,"Atlantic 10",16340
"St. Bonaventure","820","/teams/548271",1,2023,596,"Atlantic 10",16340
"VCU","820","/teams/547984",1,2023,740,"Atlantic 10",16340
"Baylor","25354","/teams/548091",1,2023,51,"Big 12",16340
"Kansas","25354","/teams/548178",1,2023,328,"Big 12",16340
"Kansas St.","25354","/teams/548177",1,2023,327,"Big 12",16340
"Kansas St.","25354","/teams/548177",1,2023,327,"Big 12",16340
"Oklahoma","25354","/teams/548248",1,2023,522,"Big 12",16340
"Oklahoma St.","25354","/teams/548247",1,2023,521,"Big 12",16340
"Oklahoma St.","25354","/teams/548247",1,2023,521,"Big 12",16340
"TCU","25354","/teams/547862",1,2023,698,"Big 12",16340
"Texas","25354","/teams/547866",1,2023,703,"Big 12",16340
"Texas Tech","25354","/teams/547864",1,2023,700,"Big 12",16340
"Texas Tech","25354","/teams/547864",1,2023,700,"Big 12",16340
"West Virginia","25354","/teams/548038",1,2023,768,"Big 12",16340
"West Virginia","25354","/teams/548038",1,2023,768,"Big 12",16340
"Butler","30184","/teams/548101",1,2023,87,"Big East",16340
"Creighton","30184","/teams/548128",1,2023,169,"Big East",16340
"Georgetown","30184","/teams/548151",1,2023,251,"Big East",16340
"Seton Hall","30184","/teams/548284",1,2023,635,"Big East",16340
"St. John's (NY)","30184","/teams/548272",1,2023,603,"Big East",16340
"UConn","30184","/teams/548125",1,2023,164,"Big East",16340
"Villanova","30184","/teams/547973",1,2023,739,"Big East",16340
"Xavier","30184","/teams/548048",1,2023,812,"Big East",16340
"Campbell","826","/teams/548115",1,2023,115,"Big South",16340
"Charleston So.","826","/teams/548090",1,2023,48,"Big South",16340
"Gardner-Webb","826","/teams/548056",1,2023,1092,"Big South",16340
"High Point","826","/teams/548067",1,2023,19651,"Big South",16340
"Longwood","826","/teams/548186",1,2023,363,"Big South",16340
"Presbyterian","826","/teams/548059",1,2023,1320,"Big South",16340
"Radford","826","/teams/548264",1,2023,563,"Big South",16340
"UNC Asheville","826","/teams/548217",1,2023,456,"Big South",16340
"USC Upstate","826","/teams/548065",1,2023,10411,"Big South",16340
"Winthrop","826","/teams/548045",1,2023,792,"Big South",16340
"Illinois","827","/teams/548166",1,2023,301,"Big Ten",16340
"Indiana","827","/teams/548169",1,2023,306,"Big Ten",16340
"Iowa","827","/teams/548172",1,2023,312,"Big Ten",16340
"Maryland","827","/teams/548197",1,2023,392,"Big Ten",16340
"Michigan","827","/teams/548206",1,2023,418,"Big Ten",16340
"Michigan St.","827","/teams/548205",1,2023,416,"Big Ten",16340
"Michigan St.","827","/teams/548205",1,2023,416,"Big Ten",16340
"Minnesota","827","/teams/548208",1,2023,428,"Big Ten",16340
"Nebraska","827","/teams/548222",1,2023,463,"Big Ten",16340
"Northwestern","827","/teams/548242",1,2023,509,"Big Ten",16340
"Ohio St.","827","/teams/548245",1,2023,518,"Big Ten",16340
"Ohio St.","827","/teams/548245",1,2023,518,"Big Ten",16340
"Penn St.","827","/teams/548255",1,2023,539,"Big Ten",16340
"Penn St.","827","/teams/548255",1,2023,539,"Big Ten",16340
"Purdue","827","/teams/548262",1,2023,559,"Big Ten",16340
"Rutgers","827","/teams/548269",1,2023,587,"Big Ten",16340
"CSU Bakersfield","904","/teams/548103",1,2023,94,"Big West",16340
"CSUN","904","/teams/548107",1,2023,101,"Big West",16340
"Cal Poly","904","/teams/548102",1,2023,90,"Big West",16340
"Cal St. Fullerton","904","/teams/548105",1,2023,97,"Big West",16340
"Hawaii","904","/teams/548160",1,2023,277,"Big West",16340
"Long Beach St.","904","/teams/548106",1,2023,99,"Big West",16340
"UC Davis","904","/teams/548111",1,2023,108,"Big West",16340
"UC Irvine","904","/teams/548112",1,2023,109,"Big West",16340
"UC Riverside","904","/teams/548114",1,2023,111,"Big West",16340
"UC San Diego","904","/teams/548308",1,2023,112,"Big West",16340
"UC San Diego","904","/teams/548308",1,2023,112,"Big West",16340
"UC Santa Barbara","904","/teams/548109",1,2023,104,"Big West",16340
"Col. of Charleston","837","/teams/548053",1,2023,1014,"CAA",16340
"Delaware","837","/teams/548133",1,2023,180,"CAA",16340
"Elon","837","/teams/548055",1,2023,1068,"CAA",16340
"Hofstra","837","/teams/548161",1,2023,283,"CAA",16340
"Monmouth","837","/teams/548213",1,2023,439,"CAA",16340
"N.C. A&T","837","/teams/548233",1,2023,488,"CAA",16340
"Northeastern","837","/teams/548237",1,2023,500,"CAA",16340
"Stony Brook","837","/teams/548303",1,2023,683,"CAA",16340
"Towson","837","/teams/547869",1,2023,711,"CAA",16340
"UNCW","837","/teams/548221",1,2023,460,"CAA",16340
"William & Mary","837","/teams/548044",1,2023,786,"CAA",16340
"Charlotte","24312","/teams/548219",1,2023,458,"C-USA",16340
"DBU","24312","/teams/548054",1,2023,1045,"C-USA",16340
"FIU","24312","/teams/548145",1,2023,231,"C-USA",16340
"Fla. Atlantic","24312","/teams/548144",1,2023,229,"C-USA",16340
"Louisiana Tech","24312","/teams/548188",1,2023,366,"C-USA",16340
"Louisiana Tech","24312","/teams/548188",1,2023,366,"C-USA",16340
"Middle Tenn.","24312","/teams/548207",1,2023,419,"C-USA",16340
"Rice","24312","/teams/548266",1,2023,574,"C-USA",16340
"UAB","24312","/teams/548078",1,2023,9,"C-USA",16340
"UTSA","24312","/teams/547867",1,2023,706,"C-USA",16340
"Western Ky.","24312","/teams/548041",1,2023,772,"C-USA",16340
"Hartford","99000","/teams/548158",1,2023,272,"DI Independent",16340
"Milwaukee","881","/teams/548046",1,2023,797,"Horizon",16340
"Northern Ky.","881","/teams/548240",1,2023,505,"Horizon",16340
"Oakland","881","/teams/548244",1,2023,514,"Horizon",16340
"Purdue Fort Wayne","881","/teams/548170",1,2023,308,"Horizon",16340
"Purdue Fort Wayne","881","/teams/548170",1,2023,308,"Horizon",16340
"Wright St.","881","/teams/548047",1,2023,810,"Horizon",16340
"Youngstown St.","881","/teams/548050",1,2023,817,"Horizon",16340
"Brown","865","/teams/548098",1,2023,80,"Ivy League",16340
"Columbia","865","/teams/548124",1,2023,158,"Ivy League",16340
"Cornell","865","/teams/548127",1,2023,167,"Ivy League",16340
"Dartmouth","865","/teams/548129",1,2023,172,"Ivy League",16340
"Harvard","865","/teams/548159",1,2023,275,"Ivy League",16340
"Penn","865","/teams/548256",1,2023,540,"Ivy League",16340
"Princeton","865","/teams/548261",1,2023,554,"Ivy League",16340
"Yale","865","/teams/548049",1,2023,813,"Ivy League",16340
"Canisius","871","/teams/548116",1,2023,116,"MAAC",16340
"Fairfield","871","/teams/548141",1,2023,220,"MAAC",16340
"Iona","871","/teams/548171",1,2023,310,"MAAC",16340
"Manhattan","871","/teams/548193",1,2023,381,"MAAC",16340
"Marist","871","/teams/548194",1,2023,386,"MAAC",16340
"Mount St. Mary's","871","/teams/548215",1,2023,450,"MAAC",16340
"Niagara","871","/teams/548230",1,2023,482,"MAAC",16340
"Quinnipiac","871","/teams/548263",1,2023,562,"MAAC",16340
"Rider","871","/teams/548268",1,2023,576,"MAAC",16340
"Saint Peter's","871","/teams/548276",1,2023,617,"MAAC",16340
"Siena","871","/teams/548285",1,2023,639,"MAAC",16340
"Akron","875","/teams/547860",1,2023,5,"MAC",16340
"Ball St.","875","/teams/548089",1,2023,47,"MAC",16340
"Bowling Green","875","/teams/548095",1,2023,71,"MAC",16340
"Central Mich.","875","/teams/548119",1,2023,129,"MAC",16340
"Eastern Mich.","875","/teams/548139",1,2023,204,"MAC",16340
"Kent St.","875","/teams/548179",1,2023,331,"MAC",16340
"Miami (OH)","875","/teams/548203",1,2023,414,"MAC",16340
"NIU","875","/teams/548239",1,2023,503,"MAC",16340
"Ohio","875","/teams/548246",1,2023,519,"MAC",16340
"Toledo","875","/teams/547868",1,2023,709,"MAC",16340
"Western Mich.","875","/teams/548042",1,2023,774,"MAC",16340
"Belmont","884","/teams/548066",1,2023,14927,"MVC",16340
"Bradley","884","/teams/548096",1,2023,72,"MVC",16340
